workerid,input_measurement,user_ranking,our_ranking,object_name,multiplier,multScore,multScore_w,normFam,normFam_w,normV,normV_w,totalScore,,,,,,,,,
A7KLTVEIASF4J,10,2,7,record_player,1.1,0,0,0.285,1.425,0.84,1.68,3.105,,,,,,,,,
A7KLTVEIASF4J,10,3,3,cash_register,1.3,0,0,0.215,1.075,0.8,1.6,2.675,,,,,,,,,
A7KLTVEIASF4J,10,4,1,laptop,2.3,0,0,0.295,1.475,0.27,0.54,2.015,,,,,,,,,
A7KLTVEIASF4J,10,5,8,stool,1.1,0,0,0.405,2.025,0.63,1.26,3.285,,,,,,,,,
A7KLTVEIASF4J,10,6,5,medicine_ball,1,0,0,0.355,1.775,0.56,1.12,2.895,,,,,,,,,
A7KLTVEIASF4J,10,7,6,power_saw,1.4,0,0,0.45,2.25,0.38,0.76,3.01,,,,,,,,,
A7KLTVEIASF4J,10,8,2,power_drill,2.4,0,0,0.265,1.325,0.57,1.14,2.465,,,,,,,,,
A28GJDYQQ6KGEO,10,1,4,chain_saw,1,0,0,0.265,1.325,0.74,1.48,2.805,,,,,,,,,
A28GJDYQQ6KGEO,10,2,5,medicine_ball,1,0,0,0.355,1.775,0.56,1.12,2.895,,,,,,,,,
A28GJDYQQ6KGEO,10,3,8,stool,1.1,0,0,0.405,2.025,0.63,1.26,3.285,,,,,,,,,
A28GJDYQQ6KGEO,10,4,1,laptop,2.3,0,0,0.295,1.475,0.27,0.54,2.015,,,,,,,,,
A28GJDYQQ6KGEO,10,5,7,record_player,1.1,0,0,0.285,1.425,0.84,1.68,3.105,,,,,,,,,
A28GJDYQQ6KGEO,10,6,6,power_saw,1.4,0,0,0.45,2.25,0.38,0.76,3.01,,,,,,,,,
A28GJDYQQ6KGEO,10,7,2,power_drill,2.4,0,0,0.265,1.325,0.57,1.14,2.465,,,,,,,,,
A28GJDYQQ6KGEO,10,8,3,cash_register,1.3,0,0,0.215,1.075,0.8,1.6,2.675,,,,,,,,,
A1LDZINXOZSW48,10,1,8,stool,1.1,0,0,0.405,2.025,0.63,1.26,3.285,,,,,,,,,
A1LDZINXOZSW48,10,2,4,chain_saw,1,0,0,0.265,1.325,0.74,1.48,2.805,,,,,,,,,
A1LDZINXOZSW48,10,3,5,medicine_ball,1,0,0,0.355,1.775,0.56,1.12,2.895,,,,,,,,,
A1LDZINXOZSW48,10,4,6,power_saw,1.4,0,0,0.45,2.25,0.38,0.76,3.01,,,,,,,,,
A1LDZINXOZSW48,10,5,3,cash_register,1.3,0,0,0.215,1.075,0.8,1.6,2.675,,,,,,,,,
A1LDZINXOZSW48,10,6,7,record_player,1.1,0,0,0.285,1.425,0.84,1.68,3.105,,,,,,,,,
A1LDZINXOZSW48,10,7,1,laptop,2.3,0,0,0.295,1.475,0.27,0.54,2.015,,,,,,,,,
A1LDZINXOZSW48,10,8,2,power_drill,2.4,0,0,0.265,1.325,0.57,1.14,2.465,,,,,,,,,
A13JDB1LY9ZTQY,10,1,5,medicine_ball,1,0,0,0.355,1.775,0.56,1.12,2.895,,,,,,,,,
A13JDB1LY9ZTQY,10,2,8,stool,1.1,0,0,0.405,2.025,0.63,1.26,3.285,,,,,,,,,
A13JDB1LY9ZTQY,10,3,7,record_player,1.1,0,0,0.285,1.425,0.84,1.68,3.105,,,,,,,,,
A13JDB1LY9ZTQY,10,4,6,power_saw,1.4,0,0,0.45,2.25,0.38,0.76,3.01,,,,,,,,,
A13JDB1LY9ZTQY,10,5,1,laptop,2.3,0,0,0.295,1.475,0.27,0.54,2.015,,,,,,,,,
A13JDB1LY9ZTQY,10,6,2,power_drill,2.4,0,0,0.265,1.325,0.57,1.14,2.465,,,,,,,,,
A13JDB1LY9ZTQY,10,7,3,cash_register,1.3,0,0,0.215,1.075,0.8,1.6,2.675,,,,,,,,,
A13JDB1LY9ZTQY,10,8,4,chain_saw,1,0,0,0.265,1.325,0.74,1.48,2.805,,,,,,,,,
AZ2KGWN5E32AA,10,1,7,record_player,1.1,0,0,0.285,1.425,0.84,1.68,3.105,,,,,,,,,
AZ2KGWN5E32AA,10,2,8,stool,1.1,0,0,0.405,2.025,0.63,1.26,3.285,,,,,,,,,
AZ2KGWN5E32AA,10,3,1,laptop,2.3,0,0,0.295,1.475,0.27,0.54,2.015,,,,,,,,,
AZ2KGWN5E32AA,10,4,2,power_drill,2.4,0,0,0.265,1.325,0.57,1.14,2.465,,,,,,,,,
AZ2KGWN5E32AA,10,5,5,medicine_ball,1,0,0,0.355,1.775,0.56,1.12,2.895,,,,,,,,,
AZ2KGWN5E32AA,10,6,4,chain_saw,1,0,0,0.265,1.325,0.74,1.48,2.805,,,,,,,,,
AZ2KGWN5E32AA,10,7,6,power_saw,1.4,0,0,0.45,2.25,0.38,0.76,3.01,,,,,,,,,
AZ2KGWN5E32AA,10,8,3,cash_register,1.3,0,0,0.215,1.075,0.8,1.6,2.675,,,,,,,,,
A1OSRB1Q63XXWZ,10,1,5,medicine_ball,1,0,0,0.355,1.775,0.56,1.12,2.895,,,,,,,,,
A1OSRB1Q63XXWZ,10,2,6,power_saw,1.4,0,0,0.45,2.25,0.38,0.76,3.01,,,,,,,,,
A1OSRB1Q63XXWZ,10,3,7,record_player,1.1,0,0,0.285,1.425,0.84,1.68,3.105,,,,,,,,,
A1OSRB1Q63XXWZ,10,4,3,cash_register,1.3,0,0,0.215,1.075,0.8,1.6,2.675,,,,,,,,,
A1OSRB1Q63XXWZ,10,5,2,power_drill,2.4,0,0,0.265,1.325,0.57,1.14,2.465,,,,,,,,,
A1OSRB1Q63XXWZ,10,6,4,chain_saw,1,0,0,0.265,1.325,0.74,1.48,2.805,,,,,,,,,
A1OSRB1Q63XXWZ,10,7,8,stool,1.1,0,0,0.405,2.025,0.63,1.26,3.285,,,,,,,,,
A1OSRB1Q63XXWZ,10,8,1,laptop,2.3,0,0,0.295,1.475,0.27,0.54,2.015,,,,,,,,,
A1G0OZISG8RCC,10,1,5,medicine_ball,1,0,0,0.355,1.775,0.56,1.12,2.895,,,,,,,,,
A1G0OZISG8RCC,10,2,4,chain_saw,1,0,0,0.265,1.325,0.74,1.48,2.805,,,,,,,,,
A1G0OZISG8RCC,10,3,3,cash_register,1.3,0,0,0.215,1.075,0.8,1.6,2.675,,,,,,,,,
A1G0OZISG8RCC,10,4,1,laptop,2.3,0,0,0.295,1.475,0.27,0.54,2.015,,,,,,,,,
A1G0OZISG8RCC,10,5,8,stool,1.1,0,0,0.405,2.025,0.63,1.26,3.285,,,,,,,,,
A1G0OZISG8RCC,10,6,2,power_drill,2.4,0,0,0.265,1.325,0.57,1.14,2.465,,,,,,,,,
A1G0OZISG8RCC,10,7,6,power_saw,1.4,0,0,0.45,2.25,0.38,0.76,3.01,,,,,,,,,
A1G0OZISG8RCC,10,8,7,record_player,1.1,0,0,0.285,1.425,0.84,1.68,3.105,,,,,,,,,
A28AX4H70DPKKK,10,1,4,chain_saw,1,0,0,0.265,1.325,0.74,1.48,2.805,,,,,,,,,
A28AX4H70DPKKK,10,2,6,power_saw,1.4,0,0,0.45,2.25,0.38,0.76,3.01,,,,,,,,,
A28AX4H70DPKKK,10,3,7,record_player,1.1,0,0,0.285,1.425,0.84,1.68,3.105,,,,,,,,,
A28AX4H70DPKKK,10,4,5,medicine_ball,1,0,0,0.355,1.775,0.56,1.12,2.895,,,,,,,,,
A28AX4H70DPKKK,10,5,1,laptop,2.3,0,0,0.295,1.475,0.27,0.54,2.015,,,,,,,,,
A28AX4H70DPKKK,10,6,2,power_drill,2.4,0,0,0.265,1.325,0.57,1.14,2.465,,,,,,,,,
A28AX4H70DPKKK,10,7,3,cash_register,1.3,0,0,0.215,1.075,0.8,1.6,2.675,,,,,,,,,
A28AX4H70DPKKK,10,8,8,stool,1.1,0,0,0.405,2.025,0.63,1.26,3.285,,,,,,,,,
ATBIPUCO3EKS6,10,1,6,power_saw,1.4,0,0,0.45,2.25,0.38,0.76,3.01,,,,,,,,,
ATBIPUCO3EKS6,10,2,4,chain_saw,1,0,0,0.265,1.325,0.74,1.48,2.805,,,,,,,,,
ATBIPUCO3EKS6,10,3,3,cash_register,1.3,0,0,0.215,1.075,0.8,1.6,2.675,,,,,,,,,
ATBIPUCO3EKS6,10,4,5,medicine_ball,1,0,0,0.355,1.775,0.56,1.12,2.895,,,,,,,,,
ATBIPUCO3EKS6,10,5,7,record_player,1.1,0,0,0.285,1.425,0.84,1.68,3.105,,,,,,,,,
ATBIPUCO3EKS6,10,6,2,power_drill,2.4,0,0,0.265,1.325,0.57,1.14,2.465,,,,,,,,,
ATBIPUCO3EKS6,10,7,1,laptop,2.3,0,0,0.295,1.475,0.27,0.54,2.015,,,,,,,,,
ATBIPUCO3EKS6,10,8,8,stool,1.1,0,0,0.405,2.025,0.63,1.26,3.285,,,,,,,,,
ASPZPHE6ELR8K,10,1,8,stool,1.1,0,0,0.405,2.025,0.63,1.26,3.285,,,,,,,,,
ASPZPHE6ELR8K,10,2,7,record_player,1.1,0,0,0.285,1.425,0.84,1.68,3.105,,,,,,,,,
ASPZPHE6ELR8K,10,3,6,power_saw,1.4,0,0,0.45,2.25,0.38,0.76,3.01,,,,,,,,,
ASPZPHE6ELR8K,10,4,3,cash_register,1.3,0,0,0.215,1.075,0.8,1.6,2.675,,,,,,,,,
ASPZPHE6ELR8K,10,5,5,medicine_ball,1,0,0,0.355,1.775,0.56,1.12,2.895,,,,,,,,,
ASPZPHE6ELR8K,10,6,1,laptop,2.3,0,0,0.295,1.475,0.27,0.54,2.015,,,,,,,,,
ASPZPHE6ELR8K,10,7,2,power_drill,2.4,0,0,0.265,1.325,0.57,1.14,2.465,,,,,,,,,
ASPZPHE6ELR8K,10,8,4,chain_saw,1,0,0,0.265,1.325,0.74,1.48,2.805,,,,,,,,,
A25AJ66CYVUTBR,10,1,3,cash_register,1.3,0,0,0.215,1.075,0.8,1.6,2.675,,,,,,,,,
A25AJ66CYVUTBR,10,2,7,record_player,1.1,0,0,0.285,1.425,0.84,1.68,3.105,,,,,,,,,
A25AJ66CYVUTBR,10,3,6,power_saw,1.4,0,0,0.45,2.25,0.38,0.76,3.01,,,,,,,,,
A25AJ66CYVUTBR,10,4,4,chain_saw,1,0,0,0.265,1.325,0.74,1.48,2.805,,,,,,,,,
A25AJ66CYVUTBR,10,5,5,medicine_ball,1,0,0,0.355,1.775,0.56,1.12,2.895,,,,,,,,,
A25AJ66CYVUTBR,10,6,2,power_drill,2.4,0,0,0.265,1.325,0.57,1.14,2.465,,,,,,,,,
A25AJ66CYVUTBR,10,7,1,laptop,2.3,0,0,0.295,1.475,0.27,0.54,2.015,,,,,,,,,
A25AJ66CYVUTBR,10,8,8,stool,1.1,0,0,0.405,2.025,0.63,1.26,3.285,,,,,,,,,
A154X03NKVZZL1,10,1,5,medicine_ball,1,0,0,0.355,1.775,0.56,1.12,2.895,,,,,,,,,
A154X03NKVZZL1,10,2,4,chain_saw,1,0,0,0.265,1.325,0.74,1.48,2.805,,,,,,,,,
A154X03NKVZZL1,10,3,1,laptop,2.3,0,0,0.295,1.475,0.27,0.54,2.015,,,,,,,,,
A154X03NKVZZL1,10,4,6,power_saw,1.4,0,0,0.45,2.25,0.38,0.76,3.01,,,,,,,,,
A154X03NKVZZL1,10,5,3,cash_register,1.3,0,0,0.215,1.075,0.8,1.6,2.675,,,,,,,,,
A154X03NKVZZL1,10,6,8,stool,1.1,0,0,0.405,2.025,0.63,1.26,3.285,,,,,,,,,
A154X03NKVZZL1,10,7,2,power_drill,2.4,0,0,0.265,1.325,0.57,1.14,2.465,,,,,,,,,
A154X03NKVZZL1,10,8,7,record_player,1.1,0,0,0.285,1.425,0.84,1.68,3.105,,,,,,,,,
A3CIMKCMR9PD6V,10,1,4,chain_saw,1,0,0,0.265,1.325,0.74,1.48,2.805,,,,,,,,,
A3CIMKCMR9PD6V,10,2,2,power_drill,2.4,0,0,0.265,1.325,0.57,1.14,2.465,,,,,,,,,
A3CIMKCMR9PD6V,10,3,1,laptop,2.3,0,0,0.295,1.475,0.27,0.54,2.015,,,,,,,,,
A3CIMKCMR9PD6V,10,4,6,power_saw,1.4,0,0,0.45,2.25,0.38,0.76,3.01,,,,,,,,,
A3CIMKCMR9PD6V,10,5,5,medicine_ball,1,0,0,0.355,1.775,0.56,1.12,2.895,,,,,,,,,
A3CIMKCMR9PD6V,10,6,8,stool,1.1,0,0,0.405,2.025,0.63,1.26,3.285,,,,,,,,,
A3CIMKCMR9PD6V,10,7,7,record_player,1.1,0,0,0.285,1.425,0.84,1.68,3.105,,,,,,,,,
A3CIMKCMR9PD6V,10,8,3,cash_register,1.3,0,0,0.215,1.075,0.8,1.6,2.675,,,,,,,,,
A3UV55HC87DO9C,10,1,1,laptop,2.3,0,0,0.295,1.475,0.27,0.54,2.015,,,,,,,,,
A3UV55HC87DO9C,10,2,3,cash_register,1.3,0,0,0.215,1.075,0.8,1.6,2.675,,,,,,,,,
A3UV55HC87DO9C,10,3,8,stool,1.1,0,0,0.405,2.025,0.63,1.26,3.285,,,,,,,,,
A3UV55HC87DO9C,10,4,2,power_drill,2.4,0,0,0.265,1.325,0.57,1.14,2.465,,,,,,,,,
A3UV55HC87DO9C,10,5,7,record_player,1.1,0,0,0.285,1.425,0.84,1.68,3.105,,,,,,,,,
A3UV55HC87DO9C,10,6,5,medicine_ball,1,0,0,0.355,1.775,0.56,1.12,2.895,,,,,,,,,
A3UV55HC87DO9C,10,7,6,power_saw,1.4,0,0,0.45,2.25,0.38,0.76,3.01,,,,,,,,,
A3UV55HC87DO9C,10,8,4,chain_saw,1,0,0,0.265,1.325,0.74,1.48,2.805,,,,,,,,,
AEHONA1BIY9JB,10,1,4,chain_saw,1,0,0,0.265,1.325,0.74,1.48,2.805,,,,,,,,,
AEHONA1BIY9JB,10,2,6,power_saw,1.4,0,0,0.45,2.25,0.38,0.76,3.01,,,,,,,,,
AEHONA1BIY9JB,10,3,3,cash_register,1.3,0,0,0.215,1.075,0.8,1.6,2.675,,,,,,,,,
AEHONA1BIY9JB,10,4,7,record_player,1.1,0,0,0.285,1.425,0.84,1.68,3.105,,,,,,,,,
AEHONA1BIY9JB,10,5,5,medicine_ball,1,0,0,0.355,1.775,0.56,1.12,2.895,,,,,,,,,
AEHONA1BIY9JB,10,6,1,laptop,2.3,0,0,0.295,1.475,0.27,0.54,2.015,,,,,,,,,
AEHONA1BIY9JB,10,7,8,stool,1.1,0,0,0.405,2.025,0.63,1.26,3.285,,,,,,,,,
AEHONA1BIY9JB,10,8,2,power_drill,2.4,0,0,0.265,1.325,0.57,1.14,2.465,,,,,,,,,
A1NP2XGDX58PSH,10,1,1,laptop,2.3,0,0,0.295,1.475,0.27,0.54,2.015,,,,,,,,,
A1NP2XGDX58PSH,10,2,8,stool,1.1,0,0,0.405,2.025,0.63,1.26,3.285,,,,,,,,,
A1NP2XGDX58PSH,10,3,5,medicine_ball,1,0,0,0.355,1.775,0.56,1.12,2.895,,,,,,,,,
A1NP2XGDX58PSH,10,4,2,power_drill,2.4,0,0,0.265,1.325,0.57,1.14,2.465,,,,,,,,,
A1NP2XGDX58PSH,10,5,4,chain_saw,1,0,0,0.265,1.325,0.74,1.48,2.805,,,,,,,,,
A1NP2XGDX58PSH,10,6,6,power_saw,1.4,0,0,0.45,2.25,0.38,0.76,3.01,,,,,,,,,
A1NP2XGDX58PSH,10,7,3,cash_register,1.3,0,0,0.215,1.075,0.8,1.6,2.675,,,,,,,,,
A1NP2XGDX58PSH,10,8,7,record_player,1.1,0,0,0.285,1.425,0.84,1.68,3.105,,,,,,,,,
A18T2RB58399AD,10,1,5,medicine_ball,1,0,0,0.355,1.775,0.56,1.12,2.895,,,,,,,,,
A18T2RB58399AD,10,2,6,power_saw,1.4,0,0,0.45,2.25,0.38,0.76,3.01,,,,,,,,,
A18T2RB58399AD,10,3,4,chain_saw,1,0,0,0.265,1.325,0.74,1.48,2.805,,,,,,,,,
A18T2RB58399AD,10,4,3,cash_register,1.3,0,0,0.215,1.075,0.8,1.6,2.675,,,,,,,,,
A18T2RB58399AD,10,5,8,stool,1.1,0,0,0.405,2.025,0.63,1.26,3.285,,,,,,,,,
A18T2RB58399AD,10,6,7,record_player,1.1,0,0,0.285,1.425,0.84,1.68,3.105,,,,,,,,,
A18T2RB58399AD,10,7,2,power_drill,2.4,0,0,0.265,1.325,0.57,1.14,2.465,,,,,,,,,
A18T2RB58399AD,10,8,1,laptop,2.3,0,0,0.295,1.475,0.27,0.54,2.015,,,,,,,,,
ATDTDYACIYC97,10,1,5,medicine_ball,1,0,0,0.355,1.775,0.56,1.12,2.895,,,,,,,,,
ATDTDYACIYC97,10,2,4,chain_saw,1,0,0,0.265,1.325,0.74,1.48,2.805,,,,,,,,,
ATDTDYACIYC97,10,3,1,laptop,2.3,0,0,0.295,1.475,0.27,0.54,2.015,,,,,,,,,
ATDTDYACIYC97,10,4,2,power_drill,2.4,0,0,0.265,1.325,0.57,1.14,2.465,,,,,,,,,
ATDTDYACIYC97,10,5,6,power_saw,1.4,0,0,0.45,2.25,0.38,0.76,3.01,,,,,,,,,
ATDTDYACIYC97,10,6,3,cash_register,1.3,0,0,0.215,1.075,0.8,1.6,2.675,,,,,,,,,
ATDTDYACIYC97,10,7,8,stool,1.1,0,0,0.405,2.025,0.63,1.26,3.285,,,,,,,,,
ATDTDYACIYC97,10,8,7,record_player,1.1,0,0,0.285,1.425,0.84,1.68,3.105,,,,,,,,,
A2PN9LY9GSCJX1,10,1,1,laptop,2.3,0,0,0.295,1.475,0.27,0.54,2.015,,,,,,,,,
A2PN9LY9GSCJX1,10,2,5,medicine_ball,1,0,0,0.355,1.775,0.56,1.12,2.895,,,,,,,,,
A2PN9LY9GSCJX1,10,3,8,stool,1.1,0,0,0.405,2.025,0.63,1.26,3.285,,,,,,,,,
A2PN9LY9GSCJX1,10,4,7,record_player,1.1,0,0,0.285,1.425,0.84,1.68,3.105,,,,,,,,,
A2PN9LY9GSCJX1,10,5,3,cash_register,1.3,0,0,0.215,1.075,0.8,1.6,2.675,,,,,,,,,
A2PN9LY9GSCJX1,10,6,2,power_drill,2.4,0,0,0.265,1.325,0.57,1.14,2.465,,,,,,,,,
A2PN9LY9GSCJX1,10,7,4,chain_saw,1,0,0,0.265,1.325,0.74,1.48,2.805,,,,,,,,,
A2PN9LY9GSCJX1,10,8,6,power_saw,1.4,0,0,0.45,2.25,0.38,0.76,3.01,,,,,,,,,
A16BLPK5DB2XGM,10,1,2,power_drill,2.4,0,0,0.265,1.325,0.57,1.14,2.465,,,,,,,,,
A16BLPK5DB2XGM,10,2,3,cash_register,1.3,0,0,0.215,1.075,0.8,1.6,2.675,,,,,,,,,
A16BLPK5DB2XGM,10,3,8,stool,1.1,0,0,0.405,2.025,0.63,1.26,3.285,,,,,,,,,
A16BLPK5DB2XGM,10,4,1,laptop,2.3,0,0,0.295,1.475,0.27,0.54,2.015,,,,,,,,,
A16BLPK5DB2XGM,10,5,7,record_player,1.1,0,0,0.285,1.425,0.84,1.68,3.105,,,,,,,,,
A16BLPK5DB2XGM,10,6,5,medicine_ball,1,0,0,0.355,1.775,0.56,1.12,2.895,,,,,,,,,
A16BLPK5DB2XGM,10,7,4,chain_saw,1,0,0,0.265,1.325,0.74,1.48,2.805,,,,,,,,,
A16BLPK5DB2XGM,10,8,6,power_saw,1.4,0,0,0.45,2.25,0.38,0.76,3.01,,,,,,,,,
A1ME089VLGOBBI,10,1,4,chain_saw,1,0,0,0.265,1.325,0.74,1.48,2.805,,,,,,,,,
A1ME089VLGOBBI,10,2,5,medicine_ball,1,0,0,0.355,1.775,0.56,1.12,2.895,,,,,,,,,
A1ME089VLGOBBI,10,3,2,power_drill,2.4,0,0,0.265,1.325,0.57,1.14,2.465,,,,,,,,,
A1ME089VLGOBBI,10,4,7,record_player,1.1,0,0,0.285,1.425,0.84,1.68,3.105,,,,,,,,,
A1ME089VLGOBBI,10,5,6,power_saw,1.4,0,0,0.45,2.25,0.38,0.76,3.01,,,,,,,,,
A1ME089VLGOBBI,10,6,1,laptop,2.3,0,0,0.295,1.475,0.27,0.54,2.015,,,,,,,,,
A1ME089VLGOBBI,10,7,3,cash_register,1.3,0,0,0.215,1.075,0.8,1.6,2.675,,,,,,,,,
A1ME089VLGOBBI,10,8,8,stool,1.1,0,0,0.405,2.025,0.63,1.26,3.285,,,,,,,,,
A318QP0E1HS9DX,10,1,4,chain_saw,1,0,0,0.265,1.325,0.74,1.48,2.805,,,,,,,,,
A318QP0E1HS9DX,10,2,8,stool,1.1,0,0,0.405,2.025,0.63,1.26,3.285,,,,,,,,,
A318QP0E1HS9DX,10,3,6,power_saw,1.4,0,0,0.45,2.25,0.38,0.76,3.01,,,,,,,,,
A318QP0E1HS9DX,10,4,7,record_player,1.1,0,0,0.285,1.425,0.84,1.68,3.105,,,,,,,,,
A318QP0E1HS9DX,10,5,5,medicine_ball,1,0,0,0.355,1.775,0.56,1.12,2.895,,,,,,,,,
A318QP0E1HS9DX,10,6,3,cash_register,1.3,0,0,0.215,1.075,0.8,1.6,2.675,,,,,,,,,
A318QP0E1HS9DX,10,7,2,power_drill,2.4,0,0,0.265,1.325,0.57,1.14,2.465,,,,,,,,,
A318QP0E1HS9DX,10,8,1,laptop,2.3,0,0,0.295,1.475,0.27,0.54,2.015,,,,,,,,,
A3RLZWU3PU2BY8,10,1,4,chain_saw,1,0,0,0.265,1.325,0.74,1.48,2.805,,,,,,,,,
A3RLZWU3PU2BY8,10,2,6,power_saw,1.4,0,0,0.45,2.25,0.38,0.76,3.01,,,,,,,,,
A3RLZWU3PU2BY8,10,3,5,medicine_ball,1,0,0,0.355,1.775,0.56,1.12,2.895,,,,,,,,,
A3RLZWU3PU2BY8,10,4,1,laptop,2.3,0,0,0.295,1.475,0.27,0.54,2.015,,,,,,,,,
A3RLZWU3PU2BY8,10,5,3,cash_register,1.3,0,0,0.215,1.075,0.8,1.6,2.675,,,,,,,,,
A3RLZWU3PU2BY8,10,6,2,power_drill,2.4,0,0,0.265,1.325,0.57,1.14,2.465,,,,,,,,,
A3RLZWU3PU2BY8,10,7,7,record_player,1.1,0,0,0.285,1.425,0.84,1.68,3.105,,,,,,,,,
A3RLZWU3PU2BY8,10,8,8,stool,1.1,0,0,0.405,2.025,0.63,1.26,3.285,,,,,,,,,
A2NUW1OQTZ1L7L,10,1,5,medicine_ball,1,0,0,0.355,1.775,0.56,1.12,2.895,,,,,,,,,
A2NUW1OQTZ1L7L,10,2,4,chain_saw,1,0,0,0.265,1.325,0.74,1.48,2.805,,,,,,,,,
A2NUW1OQTZ1L7L,10,3,8,stool,1.1,0,0,0.405,2.025,0.63,1.26,3.285,,,,,,,,,
A2NUW1OQTZ1L7L,10,4,7,record_player,1.1,0,0,0.285,1.425,0.84,1.68,3.105,,,,,,,,,
A2NUW1OQTZ1L7L,10,5,6,power_saw,1.4,0,0,0.45,2.25,0.38,0.76,3.01,,,,,,,,,
A2NUW1OQTZ1L7L,10,6,3,cash_register,1.3,0,0,0.215,1.075,0.8,1.6,2.675,,,,,,,,,
A2NUW1OQTZ1L7L,10,7,2,power_drill,2.4,0,0,0.265,1.325,0.57,1.14,2.465,,,,,,,,,
A2NUW1OQTZ1L7L,10,8,1,laptop,2.3,0,0,0.295,1.475,0.27,0.54,2.015,,,,,,,,,
A2DUY3KA1R3PZY,10,1,5,medicine_ball,1,0,0,0.355,1.775,0.56,1.12,2.895,,,,,,,,,
A2DUY3KA1R3PZY,10,2,4,chain_saw,1,0,0,0.265,1.325,0.74,1.48,2.805,,,,,,,,,
A2DUY3KA1R3PZY,10,3,8,stool,1.1,0,0,0.405,2.025,0.63,1.26,3.285,,,,,,,,,
A2DUY3KA1R3PZY,10,4,7,record_player,1.1,0,0,0.285,1.425,0.84,1.68,3.105,,,,,,,,,
A2DUY3KA1R3PZY,10,5,3,cash_register,1.3,0,0,0.215,1.075,0.8,1.6,2.675,,,,,,,,,
A2DUY3KA1R3PZY,10,6,6,power_saw,1.4,0,0,0.45,2.25,0.38,0.76,3.01,,,,,,,,,
A2DUY3KA1R3PZY,10,7,1,laptop,2.3,0,0,0.295,1.475,0.27,0.54,2.015,,,,,,,,,
A2DUY3KA1R3PZY,10,8,2,power_drill,2.4,0,0,0.265,1.325,0.57,1.14,2.465,,,,,,,,,
A24NUJ0TMY0GBG,10,1,8,stool,1.1,0,0,0.405,2.025,0.63,1.26,3.285,,,,,,,,,
A24NUJ0TMY0GBG,10,2,1,laptop,2.3,0,0,0.295,1.475,0.27,0.54,2.015,,,,,,,,,
A24NUJ0TMY0GBG,10,3,3,cash_register,1.3,0,0,0.215,1.075,0.8,1.6,2.675,,,,,,,,,
A24NUJ0TMY0GBG,10,4,4,chain_saw,1,0,0,0.265,1.325,0.74,1.48,2.805,,,,,,,,,
A24NUJ0TMY0GBG,10,5,6,power_saw,1.4,0,0,0.45,2.25,0.38,0.76,3.01,,,,,,,,,
A24NUJ0TMY0GBG,10,6,2,power_drill,2.4,0,0,0.265,1.325,0.57,1.14,2.465,,,,,,,,,
A24NUJ0TMY0GBG,10,7,5,medicine_ball,1,0,0,0.355,1.775,0.56,1.12,2.895,,,,,,,,,
A24NUJ0TMY0GBG,10,8,7,record_player,1.1,0,0,0.285,1.425,0.84,1.68,3.105,,,,,,,,,
A2QKIYCLXQAVXX,10,1,5,medicine_ball,1,0,0,0.355,1.775,0.56,1.12,2.895,,,,,,,,,
A2QKIYCLXQAVXX,10,2,4,chain_saw,1,0,0,0.265,1.325,0.74,1.48,2.805,,,,,,,,,
A2QKIYCLXQAVXX,10,3,8,stool,1.1,0,0,0.405,2.025,0.63,1.26,3.285,,,,,,,,,
A2QKIYCLXQAVXX,10,4,7,record_player,1.1,0,0,0.285,1.425,0.84,1.68,3.105,,,,,,,,,
A2QKIYCLXQAVXX,10,5,3,cash_register,1.3,0,0,0.215,1.075,0.8,1.6,2.675,,,,,,,,,
A2QKIYCLXQAVXX,10,6,6,power_saw,1.4,0,0,0.45,2.25,0.38,0.76,3.01,,,,,,,,,
A2QKIYCLXQAVXX,10,7,1,laptop,2.3,0,0,0.295,1.475,0.27,0.54,2.015,,,,,,,,,
A2QKIYCLXQAVXX,10,8,2,power_drill,2.4,0,0,0.265,1.325,0.57,1.14,2.465,,,,,,,,,
A2AAY4VT9L71SY,50,1,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
A2AAY4VT9L71SY,50,2,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
A2AAY4VT9L71SY,50,3,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
A2AAY4VT9L71SY,50,4,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
A2AAY4VT9L71SY,50,5,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
A2AAY4VT9L71SY,50,6,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
A2AAY4VT9L71SY,50,7,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
A2AAY4VT9L71SY,50,8,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
A15V8K8M4TXT9Y,50,1,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
A15V8K8M4TXT9Y,50,2,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
A15V8K8M4TXT9Y,50,3,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
