workerid,input_measurement,user_ranking,our_ranking,object_name,multiplier,multScore,multScore_w,normFam,normFam_w,normV,normV_w,totalScore,,,,,,,,,
A15V8K8M4TXT9Y,50,4,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
A15V8K8M4TXT9Y,50,5,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
A15V8K8M4TXT9Y,50,6,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
A15V8K8M4TXT9Y,50,7,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
A15V8K8M4TXT9Y,50,8,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
A7KLTVEIASF4J,50,1,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
A7KLTVEIASF4J,50,2,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
A7KLTVEIASF4J,50,3,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
A7KLTVEIASF4J,50,4,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
A7KLTVEIASF4J,50,5,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
A7KLTVEIASF4J,50,6,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
A7KLTVEIASF4J,50,7,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
A7KLTVEIASF4J,50,8,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
A25AJ66CYVUTBR,50,1,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
A25AJ66CYVUTBR,50,2,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
A25AJ66CYVUTBR,50,3,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
A25AJ66CYVUTBR,50,4,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
A25AJ66CYVUTBR,50,5,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
A25AJ66CYVUTBR,50,6,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
A25AJ66CYVUTBR,50,7,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
A25AJ66CYVUTBR,50,8,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
A13JDB1LY9ZTQY,50,1,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
A13JDB1LY9ZTQY,50,2,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
A13JDB1LY9ZTQY,50,3,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
A13JDB1LY9ZTQY,50,4,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
A13JDB1LY9ZTQY,50,5,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
A13JDB1LY9ZTQY,50,6,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
A13JDB1LY9ZTQY,50,7,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
A13JDB1LY9ZTQY,50,8,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
A3QJJR5Y3XE92N,50,1,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
A3QJJR5Y3XE92N,50,2,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
A3QJJR5Y3XE92N,50,3,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
A3QJJR5Y3XE92N,50,4,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
A3QJJR5Y3XE92N,50,5,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
A3QJJR5Y3XE92N,50,6,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
A3QJJR5Y3XE92N,50,7,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
A3QJJR5Y3XE92N,50,8,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
AZ2KGWN5E32AA,50,1,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
AZ2KGWN5E32AA,50,2,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
AZ2KGWN5E32AA,50,3,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
AZ2KGWN5E32AA,50,4,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
AZ2KGWN5E32AA,50,5,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
AZ2KGWN5E32AA,50,6,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
AZ2KGWN5E32AA,50,7,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
AZ2KGWN5E32AA,50,8,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
A247FJ235YHG9J,50,1,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
A247FJ235YHG9J,50,2,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
A247FJ235YHG9J,50,3,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
A247FJ235YHG9J,50,4,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
A247FJ235YHG9J,50,5,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
A247FJ235YHG9J,50,6,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
A247FJ235YHG9J,50,7,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
A247FJ235YHG9J,50,8,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
A1OSRB1Q63XXWZ,50,1,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
A1OSRB1Q63XXWZ,50,2,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
A1OSRB1Q63XXWZ,50,3,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
A1OSRB1Q63XXWZ,50,4,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
A1OSRB1Q63XXWZ,50,5,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
A1OSRB1Q63XXWZ,50,6,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
A1OSRB1Q63XXWZ,50,7,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
A1OSRB1Q63XXWZ,50,8,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
A154X03NKVZZL1,50,1,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
A154X03NKVZZL1,50,2,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
A154X03NKVZZL1,50,3,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
A154X03NKVZZL1,50,4,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
A154X03NKVZZL1,50,5,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
A154X03NKVZZL1,50,6,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
A154X03NKVZZL1,50,7,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
A154X03NKVZZL1,50,8,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
A2M3LVBUZLN8MO,50,1,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
A2M3LVBUZLN8MO,50,2,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
A2M3LVBUZLN8MO,50,3,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
A2M3LVBUZLN8MO,50,4,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
A2M3LVBUZLN8MO,50,5,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
A2M3LVBUZLN8MO,50,6,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
A2M3LVBUZLN8MO,50,7,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
A2M3LVBUZLN8MO,50,8,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
A28GJDYQQ6KGEO,50,1,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
A28GJDYQQ6KGEO,50,2,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
A28GJDYQQ6KGEO,50,3,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
A28GJDYQQ6KGEO,50,4,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
A28GJDYQQ6KGEO,50,5,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
A28GJDYQQ6KGEO,50,6,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
A28GJDYQQ6KGEO,50,7,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
A28GJDYQQ6KGEO,50,8,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
A1LDZINXOZSW48,50,1,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
A1LDZINXOZSW48,50,2,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
A1LDZINXOZSW48,50,3,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
A1LDZINXOZSW48,50,4,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
A1LDZINXOZSW48,50,5,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
A1LDZINXOZSW48,50,6,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
A1LDZINXOZSW48,50,7,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
A1LDZINXOZSW48,50,8,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
A3M18OTDBTUGRJ,50,1,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
A3M18OTDBTUGRJ,50,2,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
A3M18OTDBTUGRJ,50,3,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
A3M18OTDBTUGRJ,50,4,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
A3M18OTDBTUGRJ,50,5,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
A3M18OTDBTUGRJ,50,6,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
A3M18OTDBTUGRJ,50,7,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
A3M18OTDBTUGRJ,50,8,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
ACGZDI611LU0I,50,1,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
ACGZDI611LU0I,50,2,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
ACGZDI611LU0I,50,3,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
ACGZDI611LU0I,50,4,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
ACGZDI611LU0I,50,5,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
ACGZDI611LU0I,50,6,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
ACGZDI611LU0I,50,7,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
ACGZDI611LU0I,50,8,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
A3N8B6OSHHUUCI,50,1,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
A3N8B6OSHHUUCI,50,2,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
A3N8B6OSHHUUCI,50,3,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
A3N8B6OSHHUUCI,50,4,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
A3N8B6OSHHUUCI,50,5,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
A3N8B6OSHHUUCI,50,6,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
A3N8B6OSHHUUCI,50,7,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
A3N8B6OSHHUUCI,50,8,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
A28AX4H70DPKKK,50,1,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
A28AX4H70DPKKK,50,2,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
A28AX4H70DPKKK,50,3,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
A28AX4H70DPKKK,50,4,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
A28AX4H70DPKKK,50,5,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
A28AX4H70DPKKK,50,6,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
A28AX4H70DPKKK,50,7,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
A28AX4H70DPKKK,50,8,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
A3PYJGRI7FMKQL,50,1,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
A3PYJGRI7FMKQL,50,2,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
A3PYJGRI7FMKQL,50,3,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
A3PYJGRI7FMKQL,50,4,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
A3PYJGRI7FMKQL,50,5,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
A3PYJGRI7FMKQL,50,6,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
A3PYJGRI7FMKQL,50,7,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
A3PYJGRI7FMKQL,50,8,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
A3D1ZQJJNZYYYI,50,1,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
A3D1ZQJJNZYYYI,50,2,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
A3D1ZQJJNZYYYI,50,3,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
A3D1ZQJJNZYYYI,50,4,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
A3D1ZQJJNZYYYI,50,5,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
A3D1ZQJJNZYYYI,50,6,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
A3D1ZQJJNZYYYI,50,7,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
A3D1ZQJJNZYYYI,50,8,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
A3SHLGG66PJXEB,50,1,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
A3SHLGG66PJXEB,50,2,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
A3SHLGG66PJXEB,50,3,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
A3SHLGG66PJXEB,50,4,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
A3SHLGG66PJXEB,50,5,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
A3SHLGG66PJXEB,50,6,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
A3SHLGG66PJXEB,50,7,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
A3SHLGG66PJXEB,50,8,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
A8KX1HFH8NE2Q,50,1,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
A8KX1HFH8NE2Q,50,2,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
A8KX1HFH8NE2Q,50,3,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
A8KX1HFH8NE2Q,50,4,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
A8KX1HFH8NE2Q,50,5,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
A8KX1HFH8NE2Q,50,6,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
A8KX1HFH8NE2Q,50,7,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
A8KX1HFH8NE2Q,50,8,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
ATBIPUCO3EKS6,50,1,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
ATBIPUCO3EKS6,50,2,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
ATBIPUCO3EKS6,50,3,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
ATBIPUCO3EKS6,50,4,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
ATBIPUCO3EKS6,50,5,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
ATBIPUCO3EKS6,50,6,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
ATBIPUCO3EKS6,50,7,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
ATBIPUCO3EKS6,50,8,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
A20CZCJPRP54G9,50,1,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
A20CZCJPRP54G9,50,2,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
A20CZCJPRP54G9,50,3,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
A20CZCJPRP54G9,50,4,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
A20CZCJPRP54G9,50,5,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
A20CZCJPRP54G9,50,6,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
A20CZCJPRP54G9,50,7,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
A20CZCJPRP54G9,50,8,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
AH4QNMYBTB3PG,50,1,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
AH4QNMYBTB3PG,50,2,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
AH4QNMYBTB3PG,50,3,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
AH4QNMYBTB3PG,50,4,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
AH4QNMYBTB3PG,50,5,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
AH4QNMYBTB3PG,50,6,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
AH4QNMYBTB3PG,50,7,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
AH4QNMYBTB3PG,50,8,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
A3CIMKCMR9PD6V,50,1,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
A3CIMKCMR9PD6V,50,2,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
A3CIMKCMR9PD6V,50,3,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
A3CIMKCMR9PD6V,50,4,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
A3CIMKCMR9PD6V,50,5,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
A3CIMKCMR9PD6V,50,6,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
A3CIMKCMR9PD6V,50,7,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
A3CIMKCMR9PD6V,50,8,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
A3UV55HC87DO9C,50,1,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
A3UV55HC87DO9C,50,2,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
A3UV55HC87DO9C,50,3,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
A3UV55HC87DO9C,50,4,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
A3UV55HC87DO9C,50,5,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
A3UV55HC87DO9C,50,6,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
A3UV55HC87DO9C,50,7,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
A3UV55HC87DO9C,50,8,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
A1NP2XGDX58PSH,50,1,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
A1NP2XGDX58PSH,50,2,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
A1NP2XGDX58PSH,50,3,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
A1NP2XGDX58PSH,50,4,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
A1NP2XGDX58PSH,50,5,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
A1NP2XGDX58PSH,50,6,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
A1NP2XGDX58PSH,50,7,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
A1NP2XGDX58PSH,50,8,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
AEHONA1BIY9JB,50,1,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
AEHONA1BIY9JB,50,2,3,personal_computer,2.5,0,0,0.41,2.05,0.31,0.62,2.67,,,,,,,,,
AEHONA1BIY9JB,50,3,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
AEHONA1BIY9JB,50,4,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
AEHONA1BIY9JB,50,5,1,microwave,1.8,0,0,0.395,1.975,0.21,0.42,2.395,,,,,,,,,
AEHONA1BIY9JB,50,6,5,footlocker,3.5,0.1,0.4,0.275,1.375,0.48,0.96,2.735,,,,,,,,,
AEHONA1BIY9JB,50,7,8,desktop_computer,2.6,0,0,0.385,1.925,0.48,0.96,2.885,,,,,,,,,
AEHONA1BIY9JB,50,8,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
A18T2RB58399AD,50,1,4,starter,5.6,0.1,0.4,0.315,1.575,0.35,0.7,2.675,,,,,,,,,
A18T2RB58399AD,50,2,7,box_spring,1.2,0,0,0.465,2.325,0.24,0.48,2.805,,,,,,,,,
A18T2RB58399AD,50,3,2,medicine_ball,5,0.1,0.4,0.21,1.05,0.56,1.12,2.57,,,,,,,,,
A18T2RB58399AD,50,4,6,electric_heater,6.4,0.1,0.4,0.11,0.55,0.92,1.84,2.79,,,,,,,,,
