synId_prodId,percYes
n03759954::B00B3K4YTY,1
n04560292::B0026MHWZ6,1
n03484931::B0015YJV7S,1
n04517823::B00C351GBC,1
n03488438::B0036R9Z96,0.75
n03402511::B00J4HUR6M,1
n04118538::B0027IFW56,1
n03594734::B00K1HLYBG,1
n03158885::B002KR9S5O,0.75
n02963159::B00IF1KK5G,1
n03733925::B00004T7S4,0.75
n03147509::B0027A383W,1
n02808304::B00J132KR8,1
n06785654::B00MQ5A7AK,1
n03231368::B004CCROO2,1
n02800213::B0041PCA44,1
n03682877::B0034C6EL0,1
n03751458::B0009PUR4A,1
n03544238::B00791QYMQ,1
n03261776::B00KKQWB24,1
n03337140::B00KG4E268,1
n03640988::B008LYJJEU,1
n03665924::B00006IBEC,1
n04192858::B000GY4F0G,1
n02954163::B0009PUQ8M,1
n03201035::B000QX2VSK,0.75
n04603729::B00JAAWYE6,1
n02963159::B00BP8SHFG,1
n04462011::B0038B7CRC,1
n03721047::B004AB02EO,0.75
n04333129::B0009V1WXY,1
n04608567::B0012TPB3E,1
n03505667::B003VANOFY,1
n03249569::B006UJGJXC,1
n04236702::B00CD8AFFW,1
n03017168::B003EUMPCE,1
n04350581::B0000CFQ2W,1
n03775388::B00710LHPY,0.75
n02809605::B00KDUHJYM,0.75
n02949542::B00IMUBZFY,1
n04205318::B00A73UREO,1
n06278338::B00ESG5TQM,1
n02844307::B008HYVG6I,1
n03380647::B000ZUJVZU,1
n03871724::B00B8C7FFW,1
n04164757::B00BXVJOBQ,1
n03441112::B00B789HW6,1
n03399761::B00L7NMPVG,1
n04099969::B0002KNRTO,1
n03291819::B00EV7ZKOO,1
n03665924::B000UYF80S,1
n03271574::B00FXOFM56,1
n03612814::B003KYSLNQ,0.666666666666667
n04381073::B006YB6QBG,0.75
n02803349::B004VSQ5Q0,1
n03990474::B00006IV0Q,1
n02999410::B00775PXBM,1
n04102618::B0021AYOR2,1
n02678897::B00E0FZSQC,1
n02839910::B000OMWHBE,1
n03482252::B00LGG2MCQ,0.75
n03665366::B00M9ZOEMY,1
n04403413::B00AQUGNEG,1
n03672827::B003Y62QJA,1
n03490884::B002YH4N1E,1
n02804123::B0043E9DMK,1
n04228215::B00PJ1YFX8,1
n03399761::B005416AI6,1
n04452615::B0000DYVCX,1
n03270695::B0006O8DMW,1
n04350581::B000H6YKV2,1
n02995345::B00J2LIFBY,1
n04176190::B00FY2VDZ0,0.75
n02818832::B00K6I88AU,1
n02977438::B008DC50LQ,0.666666666666667
n04328186::B005S024MO,1
n03445617::B00KQU84UM,1
n03354903::B0085SL684,1
n03871628::B003DKQB02,0.75
n03610524::B000H72HD4,0.75
n03533392::B000YZ7UKO,1
n04230808::B00GK4CGF2,1
n02757061::B00006IAAN,0.75
n03272010::B00479LNG0,1
n02879517::B00213UEYQ,1
n03180969::B000CEAY64,1
n04392764::B0001JXAV6,1
n04451818::B00BD9PNA4,1
n02824058::B000RH5V3W,1
n04409515::B00166T9TA,1
n04118538::B007PEB5QM,1
n03532919::B000M3V8XI,1
n06273743::B00P1E7P6W,1
n03320421::B000EQP1XG,1
n04235860::B00363X1M2,1
n03738066::B00FQDCTKU,0.75
n03733925::B00F3SRHXW,1
n02854739::B009FL22VA,1
n03777754::B004XC6GJ0,1
n03049924::B0038QSXKM,1
n03404251::B00KNIGO68,1
n04204347::B004I6854U,1
n03343737::B0015QGGTW,1
n02994573::B000NNIJ6Q,1
n04562262::B000OF3IQE,1
n02910353::B00OD9ZAH2,1
n03667060::B001YT3G5C,0.666666666666667
n03239054::B00JE32LS8,1
n03018349::B00066ZXLY,1
n02689274::B004ZIEWIY,1
n04451818::B001BGGD4E,1
n03792972::B001TSCF96,1
n03258577::B004OI3I1C,1
n04392985::B00009V3TT,1
n03433877::B00DS1NLXQ,1
n03302790::B002PT52WK,1
n02768655::B003ZW5JLA,0.75
n02800213::B001DZFTE8,1
n03014705::B00BHE98S8,1
n03665924::B000FBATAU,1
n03304323::B00FN7QXOW,0.666666666666667
n04127249::B003NR8TXW,1
n02951585::B00L0MFJAS,1
n03589672::B0002H3364,1
n04608567::B00M03F08C,1
n02933340::B0083ACIOA,1
n04231272::B00MHYIUM2,1
n02964196::B00DOZTLOO,1
n02814428::B00E671KJS,1
n04383130::B007TYVFOK,1
n04052757::B003CHANJG,1
n04390577::B00ITLTD78,1
n04079933::B00BVCCA90,1
n03963198::B00NO9TBZO,1
n03269401::B0009KIMYW,0.666666666666667
n03251280::B005W6THKG,0.666666666666667
n04555897::B00HLG7YJG,1
n04197391::B00LO1S0N8,1
n04519536::B00827FP26,1
n04411264::B002CLQ1Q2,1
n04608329::B003AV2B2Q,1
n03044671::B0002JJU4G,0.75
n03206908::B004HX836Y,0.666666666666667
n02757462::B004ROS4IU,1
n02774152::B00D0EGMP0,1
n03117199::B005337WSC,1
n04380346::B001ECQR28,1
n03233905::B001DOKBY2,0.666666666666667
n02808304::B00GEGLB5C,1
n03878674::B008XNJXXQ,1
n03916031::B000XE906S,0.75
n03623556::B0008F6HFY,1
n02892304::B000FMYFR2,1
n04143140::B009KBLYDM,1
n03604843::B00E9ANSGU,1
n03361109::B000NPT77Y,1
n04396902::B001JPA3Y8,0.666666666666667
n02708433::B000GAYQOK,1
n03017168::B001GV8SYW,1
n02777292::B000EGH0ZS,1
n03891251::B000G0KAG8,1
n03402511::B00O0OKZ8Y,1
n02943241::B009UQR32I,0.75
n02801938::B00KYYNW8O,0.75
n03683606::B0012M47KO,1
n03502331::B00M66XGBG,1
n04004475::B008YD1V6C,1
n03727837::B0016BUR9G,0.666666666666667
n02886321::B00MFD8R32,1
n03751458::B006J3EEHM,1
n03814906::B0042SUJO8,0.75
n03272239::B004AQLUHC,1
n03456024::B0007D817Y,1
n04411264::B003UDW7EQ,1
n03269401::B000HP5INW,0.666666666666667
n03162818::B007IXD0M2,1
n02794664::B008CN6ERU,0.666666666666667
n03752185::B000NHS9US,1
n03187595::B00J156OWS,0.75
n02871439::B0094G35LC,1
n04493381::B005IWM7V0,0.75
n03302790::B00555YSBM,1
n04356595::B001C1MOD2,0.75
n03447075::B0062JQJ6M,1
n02814116::B004V90MWC,1
n03114041::B004ZKU3NK,1
n02938886::B000I3C4EY,1
n04399846::B007JGTD6K,1
n02830157::B000F5HV0W,1
n03995265::B0022NH7G8,1
n03045698::B000W4524I,1
n04162433::B005QOFFUA,0.75
n02942349::B00HUESJJI,1
n03367059::B000UD4YOK,1
n04338517::B00DBRTNES,1
n04399846::B005C9FAKO,1
n04225987::B004UOL6GO,1
n03231368::B004CCRON8,1
n03487886::B000FE5PEC,1
n03340009::B0010E00T6,1
n04593866::B00F9VNEWQ,1
n04462011::B000JXKWYC,1
n02835915::B0089WYUPM,1
n06278338::B003SBP1UW,1
n03945615::B007PQ0VP6,1
n03914438::B00NW3JX14,1
n04292414::B000G8TFHA,1
n04519536::B000XYOUBS,1
n03207630::B00O85EE2S,1
n03337383::B00MTE3Q06,1
n04204238::B001FDNS6Y,1
n03148324::B002WL5S2K,1
n03662887::B000NV7QEE,1
n03441112::B009LPHBYS,1
n04230808::B005NJXQMM,1
n04214649::B00A8OX1NG,1
n02883344::B0014E34JU,1
n02752615::B00C20E4G2,1
n04396808::B001EM9ZRM,1
n04230808::B00P2COUS4,1
n02949084::B006RB5Y9I,1
n04188179::B00902X7L8,1
n04451818::B00DN65Y0E,1
n03049924::B00KN2DLPQ,0.666666666666667
n03227856::B003WH7Q9G,1
n02732072::B0051U9LTA,1
n04153025::B00K8DWBFQ,1
n03775199::B003ZDNILM,0.666666666666667
n02871439::B00DMBUFC2,1
n03978966::B00L4A1A90,1
n03533392::B000BPLNG4,0.75
n03853924::B000KAZUQY,0.75
n03779370::B00L7AKCYQ,1
n03995265::B0000510ZO,1
n04127249::B000YZCR7A,1
n03894677::B00BT4SDWS,1
n04143897::B00KQAIMPE,1
n04142999::B007TN1J2O,0.75
n04589190::B0041HYB8K,1
n02709367::B009ABXT8U,0.75
n03487886::B000DZKVEW,1
n03626115::B00ESE3S6M,0.666666666666667
n02891788::B000FMYFR2,0.75
n03114236::B003CU4DM6,1
n03201035::B00NI309PC,1
n04206225::B00D7KY1SW,1
n03657121::B00L6J69FE,1
n03857828::B00GQNN70A,1
n02860415::B002NQJ5KA,1
n03667060::B00BCOMREU,1
n03861048::B00N2T7U90,0.666666666666667
n04280259::B004FDHTJS,1
n04225987::B00I9OVVU2,1
n03400972::B0038U3J70,0.75
n04217546::B0006O1Z6I,1
n04563560::B00B8ZRE0A,1
n03258577::B006WWFU1E,1
n03495570::B001EE9M5A,1
n03225988::B00HCZ0X9Y,1
n04476259::B002BH3OHQ,1
n02752615::B000KA1DFG,1
n03445617::B00G030484,1
n04187970::B00HT098DO,0.75
n04009552::B00G46X0OM,1
n04238321::B00LN2XM1S,1
n02971356::B00E81KHOG,1
n02808304::B00CEH7EII,1
n04207343::B00K2J0VJE,1
n03502331::B00JMPJHVM,0.75
n04143897::B00GOQ3YWA,1
n02679257::B000JE9EO0,1
n03168217::B001BO1PNK,0.75
n02881757::B00DRPIW3M,1
n03665366::B000R7PM36,1
n03861048::B00NHG212O,0.666666666666667
n02824058::B0052QCUDM,1
n04500060::B000JPXRGK,1
n04164868::B0046EC1CG,0.75
n03770439::B00GJG91RM,1
n06273743::B00006LLIG,1
n04023695::B0082C0RTM,1
n03513376::B00CIOGICK,0.75
n04120489::B0087KKAZA,1
n03343737::B0064S9O1S,1
n03347037::B005FNJ6V6,1
n03272940::B000QRB1GE,1
n02884450::B008UXMI2C,1
n04231272::B004PEI4MS,1
n02854926::B00N6ELPY2,1
n04543509::B0000859QK,1
n03326073::B00IEMK6H8,0.75
n02881757::B00FX6O92Q,1
n03080497::B00ERND91S,1
n03739693::B00AD1XD6O,1
n04603399::B004VLW38Q,0.75
n03848348::B000X6K9J8,0.666666666666667
n03739693::B00AD1Y8HM,1
n03339643::B004DNWVPM,1
n02735268::B009X297OG,0.666666666666667
n04116512::B000XZTIIM,1
n03788047::B00N8EG6L2,0.75
n03639077::B002CWEP82,0.75
n03967942::B00004YUKX,0.75
n03014705::B001BKYT8W,1
n03873848::B0087BW0IE,0.75
n03924069::B000OGVU9A,0.75
n02823428::B00HSFGZFY,1
n03482252::B004YJCP7O,1
n02676566::B00CA89IAI,1
n03978966::B00LO1UXCY,1
n04545305::B00FNJ7FR4,0.875
n04456115::B002PEVGPC,0.75
n02730930::B00KE6TEC0,1
n03961711::B000ASDXP6,1
n02777292::B006DD0Y18,1
n04028074::B00B1ZZ60M,1
n03233905::B00KL7VWVS,0.666666666666667
n03320046::B000RL1WNQ,1
n02804123::B003H8MXQQ,1
n02949084::B000CSOQHS,1
n04127249::B003E6WGY0,1
n02943241::B0053V5MF4,0.75
n04207343::B00FB10HEW,1
n03649674::B0033990ZQ,1
n03505667::B001FY7LBQ,1
n02808304::B008BOI6C6,1
n02898585::B00CCW554K,1
n04108268::B000CSNIS6,0.75
n02835915::B0015R1VVY,1
n03703945::B000E6ESX0,1
n03543254::B002FWTPP2,1
n02928049::B00004OCJ9,1
n03238879::B00LTTLXIE,1
n02709367::B00HUWRTVE,0.75
n04144241::B00H8D4W2E,1
n07248320::B00F6B779K,0.75
n02978881::B000BUN79K,0.666666666666667
n03968293::B00081J3N6,0.666666666666667
n04143897::B00IAUIZ86,1
n04126244::B0009FJ2SM,0.75
n02823428::B0064ODUDK,1
n04272054::B000RZNBF4,0.75
n02887970::B00E0NJHFC,0.75
n03301940::B004UINOOC,1
n02837789::B00K64SPXO,1
n02951358::B002GO0KNA,1
n03704549::B002NZLVYE,1
n03418242::B00JOUHMRQ,1
n03497657::B00JY3LIXW,1
n04555897::B00JU3JWE8,1
n04303258::B001ASEW32,1
n03374372::B001V7KT2U,1
n03018349::B0007WXVRA,1
n04338517::B00I5M52QM,1
n04187970::B002ZOFQY4,0.75
n06267145::B00006KFRS,0.75
n03939062::B0055HPIOQ,1
n03815615::B008L5F0ZG,1
n04284341::B001GAQKKW,1
n03110669::B00KLHN4G4,1
n03320421::B00308TB7C,1
n03968293::B000FPAN84,0.666666666666667
n04142999::B001CQFRPO,0.75
n04303258::B00006IFMP,0.75
n04147495::B002LLVFK0,1
n03236735::B00FJFES90,1
n04557522::B00ARV4MZG,1
n03085219::B008A3KFB8,1
n04038727::B001ER6D9U,1
n03595614::B00K5TC8LA,1
n03939062::B0035XHWNW,1
n02994573::B0006J4QPK,1
n04023695::B000HHGZ28,1
n03502331::B00GQQ6BVO,0.75
n02854926::B00LCW5KZK,1
n03114236::B002IFDXMM,1
n03528263::B00AWLBE6G,1
n03792972::B00JSPB8CM,1
n02839910::B000U7QDKO,1
n03535024::B00FD2DQDI,1
n03585073::B005JAIHOM,1
n03359436::B00DYQYLQQ,1
n03995265::B0002J1KS0,1
n02871439::B004EJY806,0.666666666666667
n04199027::B000EOEYPY,0.75
n03563200::B0000C6BAB,1
n02689274::B001V67HTY,1
n03490884::B0056KOIFW,1
n03075370::B000FTP1Y6,1
n03820154::B0002AQH2I,1
n03236735::B00JBRB8CM,1
n03665924::B00B4CPKWQ,1
n03447075::B0094EMYDO,1
n03653583::B0039NKVZY,1
n03000684::B004JMZH1W,1
n02794664::B00A5X47HE,1
n04350905::B00D2TR0PY,0.75
n02808304::B00IPMO498,1
n03923918::B00HMRRB2Y,1
n04392985::B00BNQT36W,0.75
n06267145::B00MNTZCZO,1
n04476259::B000YQGQVC,1
n03983396::B007D1PQRQ,0.75
n04356595::B00HGIA7T8,1
n04207343::B00NAWWSQE,1
n02814428::B008BOC2XU,0.75
n02901114::B000TGWFPI,1
n02738859::B000BFXQHS,0.75
n03402511::B00LEVSTSO,1
n02954163::B002TSQDPC,1
n02800213::B005FVDGIC,1
n03995265::B0002J26LA,1
n02965783::B0032J1KAK,1
n03891251::B0015XGCN0,1
n04503413::B004H8P1KU,1
n03792782::B003TFOPJA,0.75
n02809491::B001GB7OW4,1
n02957755::B00428B6X6,0.75
n04507155::B0041HL73M,1
n04534127::B00B90PY56,0.666666666666667
n03380301::B000I5K1F6,1
n03777754::B00C4OANW0,1
n04114301::B0000DD4KE,0.75
n02901114::B001O9BEII,1
n03505667::B00HLUZX7M,1
n03653583::B000HJSP7O,1
n03482252::B000P9GZUA,1
n02676566::B000FIZISQ,1
n04023249::B0072K1QHM,0.75
n03495258::B0014C97KW,1
n06592421::B00IK7NC9G,0.75
n04546081::B006O5II4K,1
n04009801::B00A9S3OOC,1
n02863340::B009IZXGI6,1
n03490119::B00BMPFSSQ,1
n04507155::B005FOJAR0,1
n03100346::B004XFX01O,1
n03777754::B00723PZ2G,1
n04350581::B00009ADDU,1
n04437276::B00B8XE4KA,1
n03604763::B00L4FXBEC,1
n03000684::B001JF5THE,1
n03886641::B00BLNXZG6,1
n03967942::B001V9LBSY,1
n02730930::B002WRI6QY,1
n04390577::B00ITLPMUK,1
n04245218::B005WKI6P4,1
n04291242::B00002X2HO,1
n02871439::B00006IBB3,1
n04577769::B001E1UNU6,1
n03456024::B003D2QZ42,1
n03148518::B008H4J2ZK,1
n03495258::B003MUS35Y,1
n03688605::B00LITDY0U,1
n04161358::B005QOFFUA,0.75
n03751458::B0002X0TRY,1
n03125729::B006PBO1XU,1
n02951585::B0071OUJDQ,0.666666666666667
n03701790::B004XMZFMO,1
n04142999::B00ATZ9QMO,0.75
n02814428::B00LBSDWAU,1
n02892304::B004CG4S6A,0.666666666666667
n03861048::B00GANTT94,0.666666666666667
n03201529::B003JOQOH2,1
n04197391::B005N6ZBB4,1
n04142731::B00EO58Z5O,1
n02814116::B000W32TN6,1
n04231272::B003XZWH14,1
n03187595::B00859RGJG,1
n06267893::B001UBT85G,1
n04569063::B003LVZO8S,1
n03222516::B00NAV7XOM,1
n04127633::B00BEU3MBE,0.75
n04098513::B00CWN3HSU,0.75
n03513376::B00FPGLSOQ,0.75
n03045698::B002LMK9ZG,0.666666666666667
n03014705::B00B2QU5YW,0.666666666666667
n04164002::B005M02S58,0.666666666666667
n02892304::B00I8VSVJ0,1
n04147495::B004NBZB2Y,1
n03180011::B00NG0TGQK,1
n03945615::B009Z2F2UC,1
n06273743::B00NDD8SFU,1
n04116098::B0007893VM,1
n04438304::B00435FRXS,1
n03653583::B001OD9DW8,1
n03181293::B004TACMZ8,1
n06592421::B0000W3QC2,0.75
n04057981::B00E93JBXQ,1
n03880531::B0000CF66W,1
n02820675::B00L6AO6DK,1
n02951358::B004RE3624,1
n03380301::B000MK5LWK,1
n02777292::B000K5HF94,1
n03180969::B00K74Y5F0,1
n03156279::B006UKIABA,0.666666666666667
n03708036::B00114LU8K,0.75
n04026417::B00L8XE6ZI,1
n03400972::B0009H526Q,0.75
n03848348::B000BSLQAO,1
n02872752::B003JH8YTU,1
n02678897::B00NQVUO9W,0.75
n03258456::B004XOLGG6,0.666666666666667
n03683341::B0011G9TYA,0.666666666666667
n02835915::B00IYG2NT8,1
n03537085::B001DIQTRG,1
n04147495::B00000JBNX,1
n03125057::B0063GQSMY,1
n03138669::B000WNLH66,1
n02854739::B00L439OVS,1
n02949202::B005JTQDJ4,1
n04142731::B00406YZGK,1
n02999936::B004HMVXW6,1
n03490884::B0069RX816,1
n03337383::B0006HXD6K,1
n03558404::B000LHGW7C,1
n04284002::B001GAQKKW,0.75
n02814428::B00J4U3FI6,1
n02799323::B00774HCRQ,1
n03127925::B00812GGTS,0.75
n03916031::B000P20R6A,1
n03528263::B00O16CLP6,0.666666666666667
n03337383::B0013CETYM,1
n03400972::B0035PVVBY,1
n03871628::B0009EXQLM,1
n02820675::B0043VDI8I,1
n04269270::B00EJWYKQU,1
n03688405::B00MHOHQV8,1
n04562262::B00A5BRB1K,1
n04176190::B0007XXSF4,1
n04600486::B002UPPT36,1
n04608435::B00024AMA2,1
n03735637::B003FWCSYG,0.75
n03495039::B0008MUTTW,1
n02891788::B0006MZOBC,0.75
n04392985::B0052HO0XO,0.75
n02910353::B008Q0TQD8,1
n03445617::B00A35CFY6,1
n04127249::B004G57V4I,1
n03438863::B00BKVPS32,1
n04127633::B0081TJISW,1
n03301940::B001RKZWCS,1
n02694662::B00IEYHMSC,1
n03940256::B00B883O3I,1
n04560292::B001B6IR6G,1
n03894677::B00002NB5I,1
n03026506::B001E0D8ZY,1
n02963159::B0089E3YTS,0.75
n02688273::B0010E00T6,1
n02799323::B0018MM1WE,1
n02976939::B000MPO6O4,1
n03558404::B007UNQOQY,1
n02826068::B00HZAHOE8,1
n03188725::B00DDMITQ4,1
n02768655::B000095SGT,1
n03347037::B000GDGXW0,1
n03080497::B0009K4EEY,1
n06591815::B00BAB6CNC,0.666666666666667
n03589791::B009MRHGJU,1
n03991062::B006GK6VV0,1
n04402342::B006OIDURW,0.75
n03792972::B00I94QBYS,1
n03956785::B00LU1VF1Q,1
n03447075::B00DR2O1PI,1
n04147495::B006O00U64,1
n04517823::B004V3PS72,1
n04154340::B00032Q1J4,1
n04116512::B003UDR9Y4,1
n03617594::B001CCOLF0,1
n02933340::B004CVKWRE,1
n02679257::B0006J32C8,1
n03474779::B002BYHW86,0.75
n03201776::B00D94BBSE,1
n04284002::B00004OCO8,1
n03367059::B008E6BR36,1
n03700963::B005O1MN0A,0.666666666666667
n04038727::B002DGM4IU,1
n03233905::B0040FFQ78,1
n02688273::B000AP1MUW,1
n03871724::B002A9JQSG,1
n03418915::B004NG9DFK,0.75
n03822171::B00MJ8SFBC,1
n04603399::B00N4YV5PS,1
n03781683::B0088LONB0,1
n04004990::B00004Z5M1,1
n02735268::B000KPLL7G,1
n03206908::B0002ASCD0,1
n04579432::B00AR4SCI6,1
n03239054::B00LKCAK8Y,1
n02943241::B00007E7JU,1
n04409515::B00006IX5A,1
n04197781::B005CYWHL4,1
n03792782::B001IANSJ6,1
n02887970::B00JFOQNZS,1
n03490006::B003YCINNM,1
n03885028::B009VKCGAW,1
n03404251::B007HK8AWQ,1
n04225987::B004AM61SE,1
n02976123::B000K1D02Y,0.75
n04067472::B0030E6KPM,1
n02942349::B00N0V3XD2,1
n06267145::B00242VOXO,1
n03425595::B00A0NDMN4,1
n04370048::B0014H08RS,1
n04446844::B000IG6FC8,1
n04020087::B000UTG8CK,0.75
n02987950::B000LBX88E,1
n04370456::B00K5T6HOE,1
n03108759::B00NTX2OSG,1
n04207343::B00IQOFNR2,1
n04517823::B00KASUEK8,1
n03779370::B001T4URXG,1
n02676566::B0002GXZK4,1
n04057981::B00MHLIGCY,1
n04204238::B0096CDTA6,1
n04114844::B00K91DB7Y,1
n04004767::B008OG5W3M,1
n04204347::B001DZ4RGE,1
n03962852::B0017RAPTQ,1
n02951358::B00177FIJ8,1
n04500060::B002CJNBTO,1
n02951585::B001C2F5NW,1
n03918737::B00000J4V4,1
n02666624::B00DE09Z90,1
n04579432::B00HB0U8OU,1
n04569063::B000Q3VECE,1
n03108759::B00004OCKT,0.75
n02882647::B000KIA3XG,1
n03643253::B00AIGFXAI,1
n03258456::B00NB7QSRS,0.666666666666667
n04249415::B002SSUP2A,1
n04114844::B0041LYY6K,1
n04118538::B0018RRSQI,1
n03125729::B00KHR84YK,1
n03399761::B0044UF0PM,0.75
n04503413::B004H8OWMS,1
n04263257::B004K6TNTE,1
n02928049::B00KGWNOO6,1
n03414676::B000FO4K1G,1
n02822220::B00LPSM13A,1
n04409515::B0000BYRT0,1
n02804123::B0002F5DZ0,1
n02824058::B0040HSK4M,1
n04211356::B004P5PNC6,1
n02949202::B006RB5Y9I,1
n04555897::B00L2G52BS,0.666666666666667
n03474779::B003VY8WA2,1
n03537085::B001BSC4AY,1
n03474779::B0024OW0F8,1
n03008976::B00AANQLRI,0.75
n03623556::B0008FUQ2E,0.666666666666667
n03701790::B00HNYTL1U,1
n02814428::B00LG74C7S,1
n04350581::B0000B29X8,0.75
n03902220::B00LLO4Q7W,0.666666666666667
n02884450::B00181VBG2,0.666666666666667
n03761084::B00CH3A7LU,1
n03249569::B00265Y8LO,1
n03543254::B0042W5N04,1
n03034663::B007QESNMU,1
n03156279::B006UKIAJW,0.666666666666667
n04004475::B008OG5W3M,1
n04057981::B00081K4CK,1
n04396902::B000BU7TV2,1
n04272054::B00KKJ29GE,1
n03441112::B000FOP15U,1
n03374372::B00EM376N0,1
n03450230::B00KBMX1VC,1
n03239054::B00B6UG0EI,1
n04559620::B000AST3AK,1
n06592421::B00138KCLU,1
n03201208::B008U4R1VY,1
n02760855::B000UV7M28,1
n02689274::B004WMFX22,1
n03425595::B0068DPQ0M,1
n02823428::B00KC0DX7A,1
n03028785::B00KT3V7DC,0.75
n04284341::B00I8XDBES,1
n03880323::B00NFQLB5Y,1
n03558007::B008VVYQ5U,1
n04438897::B004H6TDE2,1
n03495039::B00E4SZNRE,1
n03075370::B00004Y8DQ,1
n04380533::B0084AJV4Y,1
n02901114::B005CW06X2,1
n03968293::B000JE9LD4,1
n03044671::B00GDUK0J2,1
n02909053::B004MQJFVI,0.666666666666667
n04462011::B001LMW5ZY,1
n04225987::B002VZ3NAG,1
n03735637::B00004YYFV,1
n03533392::B004BP7MIS,1
n03309356::B0032EXYFY,1
n04023249::B000LQLGHO,1
n03770439::B00BGLWO06,1
n03343737::B0007M31X4,1
n02938886::B000LSVAV4,1
n04545305::B00EVLIHWM,1
n04399537::B0055NRJLA,0.666666666666667
n04231272::B005NJXQMM,1
n03665924::B00J7IOMCS,1
n03590475::B0081X5TNG,1
n03961711::B003KQPP8I,1
n04041544::B00E1UFQMM,1
n03489162::B004RGZYHM,1
n03249569::B000DZS6NK,1
n02824058::B00GC078B6,1
n03978966::B00LO1UGHQ,1
n03179910::B004Q60O6E,1
n02994573::B0037UUO60,1
n03271260::B001JNF5LG,0.75
n03467517::B002AS4IXU,1
n03939062::B00004YMEN,1
n03179701::B006SOJD0A,1
n02982515::B0002ASCGM,1
n03662887::B000NV9J08,1
n04009801::B00LPAN74A,1
n03513376::B004FKQ9BK,1
n04503413::B00DQAK35I,1
n04569063::B004FHO5Y6,1
n03558007::B005EMBEI6,1
n04315948::B00MRYHOQU,1
n03873699::B00LY8DZ68,1
n03816136::B002PI751C,1
n04370456::B00NZ4VVV0,0.75
n03309356::B0051OMY1I,1
n03000684::B003CJTWD2,1
n03100346::B00JPKUQ5A,1
n04325704::B00I5X2A84,0.75
n03231368::B0038D8N9G,1
n03536761::B001DIQTRG,1
n03891251::B000BDH8RE,1
n03272940::B00004X12R,1
n04519153::B000HHQAQY,1
n04272054::B004TD93I4,1
n03326073::B001GKKUDU,0.75
n04476259::B001NW08PQ,1
n03742019::B000KYS9YU,1
n03640988::B00BFEJQI2,0.666666666666667
n04563560::B003648NYM,1
n04517823::B004LBHGJC,1
n03158885::B008COISXW,0.75
n03114504::B005GHMT06,1
n04127633::B00NT77716,1
n04402580::B00AMRB37U,0.75
n03792972::B003R7PU1C,1
n02898585::B00BT6GQE8,1
n04206225::B00CNKQUUO,1
n03445617::B00FA7RS6C,1
n03472535::B0088QD7U8,1
n03423877::B0009PURIQ,0.666666666666667
n03873699::B00IT7WWDE,0.666666666666667
n04560292::B000TASSYQ,1
n04231272::B00O0OBMOU,1
n02976249::B00485D6TK,1
n02987950::B00003Q08I,1
n03623556::B000O8YKIG,1
n02854926::B00MNGK4SC,1
n03026506::B002TIYXL8,1
n04164868::B009I2AL8W,1
n03649674::B00349M20U,1
n03543112::B00GU48O30,1
n03537241::B001BSC4AY,1
n04140853::B004NJTYQA,0.75
n04164002::B00JYK61I2,0.666666666666667
n03430551::B004BDOETA,1
n03125729::B000I5UZ1Q,1
n03605504::B005FQNLAU,0.75
n03031012::B003EGITUK,1
n03026506::B000R4OI7U,1
n06595351::B002BFZ9MG,1
n04603399::B00K1P4TGA,1
n03423877::B005CBWIMK,1
n03495039::B00164ZWBG,1
n03536761::B00029XH36,1
n02683323::B002WJ7VJA,1
n02954163::B003C4Z7W2,1
n04254777::B00H0EQ18E,1
n04593524::B009S0NAE6,1
n03272239::B000N22JX6,1
n03914438::B00I0VWEPA,1
n03733925::B00563TM32,1
n02729965::B00O92IBT2,1
n03537241::B006IV6CAW,0.75
n02799323::B00DVLALDQ,1
n02854926::B00MFDG3VU,1
n03301940::B004D083ZW,1
n03861048::B00ORGV3GI,0.75
n03914438::B001CDP6EE,1
n03261776::B00K35MU0K,1
n03995265::B00000J3GR,0.75
n03700963::B00DJ4KBVM,0.75
n04303258::B001AZHCIC,1
n02732072::B0018CFMYS,1
n04239074::B00G2PO0T4,0.666666666666667
n02800213::B00D87LE5C,1
n02976249::B000Q9F6Z4,1
n03862676::B00KIYWF2O,1
n04187970::B009UTZZXO,0.75
n03887697::B004JXDER0,1
n02954163::B0034VYQQ6,1
n03683606::B00AOKE5OI,1
n03963198::B00BUS0V0U,1
n04409515::B00005BWVR,1
n03347037::B00EIHDYBS,1
n03115762::B00G2SCT58,1
n04517823::B004F7AR02,1
n03320421::B001IDC9FW,1
n02884450::B002BDTETW,1
n03908618::B0042GHOXE,1
n02970408::B000V4X22I,1
n02909870::B002L7TB5U,1
n02824058::B00DY8BEV4,1
n03418915::B0000CDVD7,1
n03347037::B002P2JB5Q,1
n03497657::B0079Q8KXW,1
n02976123::B000Q9GO3M,0.75
n03614007::B00HBHUKXM,1
n03201035::B00LXKXZ1M,1
n03450230::B00L3O9VQQ,0.75
n04064747::B003NG2WIG,1
n04028074::B008JO4VGI,1
n04263257::B000Q945FG,1
n02824058::B00G9B2R82,1
n03543254::B000I14C7I,1
n02928049::B0000CFNE2,1
n04067472::B00FBGHABK,1
n04331892::B004UJL0O2,1
n02970408::B00FCJ9X98,1
n02871147::B0074PRCZ0,1
n04225987::B00L6LXX0Q,1
n03862676::B0009PURJA,1
n03658858::B002C2SUHY,1
n03916031::B000P20R8I,1
n04543509::B001814B50,1
n03715669::B000066OJD,0.75
