synId_prodId,percYes
n04206225::B0042Y6D0G,1
n04052757::B00CQ35HBQ,1
n02757462::B00I9ASGOK,0.666666666666667
n02757061::B00KU3Y3NM,0.75
n04116512::B0018N946Y,1
n03148324::B001KW0BPQ,0.75
n02892304::B002BYTCL6,1
n03196598::B001RNNBCS,1
n03433877::B00ARJP52C,1
n03873848::B00HWNPYOU,1
n04563560::B00G2SAYRS,1
n02955767::B0041W147Q,1
n04555897::B0013BKDO8,0.666666666666667
n03657121::B00006I5J7,1
n03388043::B004P5XST6,1
n03887697::B00BLZ2312,0.75
n03026506::B00OKUJ83G,1
n04399846::B00004Z0UY,1
n03775388::B000P9CWNY,0.75
n04397168::B001FYW92W,1
n03873848::B00LY8DZ68,1
n03639077::B00HSSUR9G,1
n02854926::B00MMYL952,1
n04446844::B00014DZ2K,1
n04261506::B0079QA6Z2,0.666666666666667
n03063199::B004NEWA1Q,1
n04332987::B0002D0E92,0.75
n04270891::B004YWK74E,1
n04556408::B00CL60LJQ,1
n02752615::B00181ERVI,0.75
n02883344::B000JF7X06,1
n04480853::B0002IBTWS,1
n03761084::B005BFZ5TU,1
n04142999::B00LN0NUGC,1
n04023249::B000NIBFSK,0.75
n03272239::B005QRZJ4O,0.75
n03376279::B00LV1V1F0,1
n03752185::B00GI9UDMC,1
n03991646::B00GYVGV0C,1
n03759954::B0009K94L2,0.75
n03046257::B00DE1G6DM,1
n02799323::B0088MDM3O,1
n02768655::B00I0AFCYQ,1
n03000684::B007MYI7RU,1
n04102618::B002JJRTM2,1
n03906997::B00007JQQZ,1
n03751458::B0018EQIGM,1
n04380916::B002CJLUXI,1
n03238586::B005DC58RK,0.75
n02870526::B009G1Z7IY,1
n02887209::B000UVXV3C,1
n03472535::B002CMMM82,0.75
n03861048::B00FY2V6M0,0.75
n04603399::B00MI3PPTS,1
n03447075::B00A24CQ0G,1
n03662887::B0031YS5M2,1
n03533392::B0062C9X9E,1
n02943241::B0007WK8MQ,1
n03897943::B00CSBHRN2,1
n03497657::B001I0SVX4,1
n04605446::B00LCW4PHE,0.75
n03584829::B000P6CRLO,1
n03482252::B00KAAA690,0.75
n03084420::B00CIXVIRQ,1
n03272239::B003XDTWN2,1
n04548280::B000GP14HM,1
n02708433::B00LKM5S3G,1
n03359436::B005FYNSZA,1
n03207630::B002R5A178,1
n03046257::B00CQUH532,1
n03589672::B003UM7B98,1
n03018349::B008XEVM6G,1
n02884450::B00JW5FFIQ,1
n02871439::B002ADKGEU,1
n03441112::B005UXYE0O,1
n02901114::B0036ZA0F6,1
n02871439::B0058O8F7I,1
n03490884::B00H9V5FAS,1
n03438863::B00DP2O2U4,1
n02988679::B00GRCRC5Q,1
n04118538::B003NO7SPU,1
n03923918::B00HXH2BNC,0.75
n03938244::B001AFB4UO,1
n03987376::B00005K47X,1
n04434207::B000GPVDLE,0.75
n04028074::B007N89Q4S,1
n03518829::B0002E2G60,1
n03333252::B00004YTQ2,0.666666666666667
n03158885::B0017KO3JG,1
n03158885::B000IXG44U,1
n03201035::B004BHP396,1
n03589791::B0081X5TNG,0.75
n03114504::B00FL8S4L8,1
n03147509::B00548M5JW,1
n04298765::B000I1PJL6,1
n02942349::B002S51WYI,1
n04350581::B00CYDG79E,1
n02978881::B00KLF5J64,0.75
n03340009::B00CLVGRMG,1
n03604843::B002SIR8MA,1
n03962852::B004SCEXX6,1
n03156279::B006UKICQS,0.666666666666667
n04507155::B005FOJBO2,1
n03987376::B00MM4EYKY,0.75
n02982515::B000MPR2GI,1
n03819595::B00NFPUZOS,1
n02686379::B004K43I2Y,1
n03991646::B0002KRE1G,1
n04228215::B001N0RMLQ,1
n03609235::B003Z7ZQ0Y,1
n03908204::B008XB3Z6O,0.666666666666667
n04331277::B0054H3TNO,1
n04398688::B003FIF80Q,1
n02995345::B00MUTWEM6,1
n04555897::B00LZGF030,1
n03079230::B00A1W3MF2,1
n04331892::B001UAKKWC,1
n03640988::B0018S4XIS,1
n03073977::B003LB0RUI,1
n04212282::B00D6B1TS2,1
n03968293::B0009HKEXM,0.666666666666667
n02814116::B001C0TUQM,1
n03897943::B00258293Q,1
n04370456::B004J02BMW,1
n03643253::B00KQKBX0K,1
n03640988::B006YHEUH2,0.666666666666667
n04575723::B0082BULX0,1
n04207343::B00NBRU0FY,1
n04399537::B0055NVZOC,1
n02847631::B00F9B5RGC,1
n03938244::B002R0DR3I,1
n03653583::B00NUDSRZY,1
n03400972::B001KSEIJ0,1
n03127925::B002BA5F16,1
n03488438::B004OA758C,1
n03918480::B00NFT8QWM,1
n03558404::B004GJQV6S,1
n03753077::B000OCFFMW,1
n04270891::B008BHWK0M,1
n02927764::B001B37D4Q,1
n02823428::B005E0NV1G,1
n03227856::B0042R2XXY,1
n03320421::B00002NA0Y,1
n03187595::B00O2CVRV8,1
n03585073::B007HQZO4M,1
n04142999::B003VQR1TS,1
n03600977::B0002SRGXY,0.666666666666667
n03033986::B0040Z6OK6,1
n03885669::B00N9RP3VM,1
n04099969::B0002KNNNE,1
n04548280::B0015ZSW86,1
n04396902::B00N6KJP48,0.75
n03320421::B007HO5HZU,1
n03196324::B00DM00B9A,0.75
n02948072::B00LWBI526,0.75
n03657121::B00DZIFWRU,1
n03665924::B002YFEU5K,1
n03885028::B001THBKDY,1
n03871628::B004QTSIXM,1
n06592421::B002QF321G,0.75
n03158885::B001K38PJY,1
n03367059::B0062G5G1E,1
n04503413::B004LQ1RJ2,0.75
n03918737::B00PHQ8KPY,1
n04142731::B00B9A0HNA,1
n03727837::B002FKCOFM,1
n02694662::B00IEYHMIM,1
n02788021::B001A15OAO,1
n02901114::B00ACIGP5E,1
n03148518::B008UI57I4,0.75
n02954163::B00B9HZD7S,1
n04235860::B001D6TB8W,1
n03588951::B000CO86EG,1
n02735268::B003LBYB3M,1
n03987376::B003ZSHNE0,1
n03584829::B004UC2FYS,1
n02928049::B00H8U8UU2,1
n02840134::B001B0CTMU,0.75
n03885669::B00N4RC0JU,1
n03465818::B00G7IOGAY,1
n03558404::B0043FBGPG,1
n03940894::B00689P8Q8,0.75
n03445617::B009FVEIAI,1
n02803349::B000189YD0,1
n03447075::B00B2S1DLY,1
n04333129::B007XCLU66,0.75
n02994573::B005W11MSG,1
n03013580::B00KBR30SQ,1
n02773838::B001MTO8OW,0.666666666666667
n04228215::B008S2Q9SE,1
n03055418::B00A6V1NKE,1
n03196598::B00N95UOW2,1
n03584829::B002KUMD9E,1
n04536866::B00MMLEIB2,1
n02820675::B0043VDJZ0,1
n04114844::B008IFXQIW,1
n03991646::B00CQLORZ0,1
n03114236::B001CCFNG6,1
n02803349::B00GFVLF5W,1
n03667060::B0036BGJ2I,0.75
n04020087::B0021G1ZDC,1
n02887970::B00CZ7HO0U,1
n03446268::B00M6G3HVA,1
n03967942::B000BQLSHW,1
n03742019::B0007IS73C,1
n03013580::B00NFOXBD6,1
n02951358::B00BBLD16W,1
n04563560::B002ZJ3M1S,1
n03201529::B00DBA3THW,0.75
n03704549::B004E2S1AQ,1
n04608329::B00K83OV7C,1
n04557522::B00AXT5DO6,0.75
n04380533::B00CM5TQC4,1
n04204238::B00008QJ15,0.75
n04555897::B00HJ27IIO,1
n03775546::B00555ENJO,1
n04399046::B001VZ8OSI,1
n02777292::B000ANIVRG,0.666666666666667
n04589190::B002491432,1
n04608329::B003OYOWQW,1
n02881757::B00LKZAFWW,1
n03114504::B009FRKXKG,1
n04004475::B00AVWKUWA,1
n03347037::B000V7FT80,1
n03399761::B000IYH8A8,1
n03013580::B00E1ZICEQ,1
n03031012::B008YIUA82,1
n02933340::B002ZGIWO8,1
n03429288::B00280BL9O,0.75
n04370456::B005CSOF9M,1
n02826068::B006XIQRU0,1
n03720163::B005QDXHJW,0.666666666666667
n03793850::B00FNKMVUO,1
n03558404::B00LVMRYRI,1
n02860415::B005572QC8,1
n02826068::B003VN1X9K,1
n03490006::B00IOWFCD6,1
n03148518::B00CR8ZW4W,1
n03490884::B00D8GUBDE,1
n04459362::B00AK07Y3Q,1
n03938244::B00J5SV12E,1
n02679257::B000J07DU6,1
n03963198::B0001MSE1E,1
n03201529::B00009YRWE,0.75
n04426316::B00LB9HQT2,1
n03380647::B00HVG9PDO,1
n02871147::B00HWS1YY4,1
n03162818::B002PBKWRS,1
n03270695::B005GS0QVE,1
n04102618::B003JRXZ30,1
n06278338::B001JPXJ4Y,1
n03188725::B003GSLCOG,1
n03665924::B000BPILBY,1
n04331892::B0002AQ3KE,0.666666666666667
n03537241::B000HACTZC,1
n04152387::B002WGJHB8,1
n02772101::B001985SWW,0.666666666666667
n02738859::B00GSSCGDM,0.75
n02835915::B000AO7HSO,1
n04228215::B00D8I77NE,1
n02883344::B002BDTETW,0.75
n04576002::B000BJEZ8I,1
n02767147::B00481KBC4,1
n03216710::B001UCOWGU,1
n04114844::B00F0DD0I6,1
n04057981::B00EUSPBK2,1
n04182152::B0036QASBG,0.75
n04545305::B007AKGBU6,1
n03100346::B005OHF65I,1
n02955065::B0074I8MRO,1
n04446844::B001LR08VW,1
n03044671::B00IDHZ5FM,1
n03590475::B009MRHGJU,0.75
n04476259::B00HUIKCXU,1
n04284002::B006YB6QBG,1
n02949084::B005IV0BJ6,1
n03031012::B001PBMZ8S,1
n03421117::B003TFDQLI,1
n02887209::B0027VGB4Y,0.75
n04127249::B000CQP76Y,1
n03272239::B000TTSXNI,1
n02729837::B00O92IBT2,0.75
n03701191::B004XMY7IW,1
n02871147::B00BLY6POE,1
n03374838::B00KO7QT1I,1
n04206225::B0036X4YOG,1
n03270695::B001G0MATM,0.75
n03536761::B00IV7PT2S,1
n04438304::B004DJ373G,0.75
n03861048::B00OW0JKCS,1
n03558007::B000HJ99Y2,1
n03227856::B000G7AH82,0.75
n03973839::B00BVWKX1M,1
n03467796::B0002E2XOA,0.75
n03279153::B003VWKPHC,1
n03594734::B00K1HLUA6,0.75
n03429288::B000A3IMP2,0.75
n02957135::B003L18RCS,1
n04235860::B0026NDRWW,1
n03537241::B0053TS97Y,0.75
n03733925::B0085WXRH8,1
n03115762::B004H0MWGY,0.75
n04118021::B00KQBIE60,1
n03445617::B00FL7IIT2,1
n04023249::B004LOIMHE,1
n04411264::B0009PUTIE,1
n04403413::B00HCZF7DG,1
n04261638::B00C9KOWA8,1
n03125057::B00AU7JWKW,1
n02943241::B0091HEBH6,1
n03532919::B001B1VWTA,1
n03418915::B00EENF838,1
n06273743::B001QYKS60,0.666666666666667
n03219483::B0019LSGLY,1
n04426316::B00L5EJPK6,1
n03301940::B00KYOC1T0,0.75
n03761084::B005BFZ5N6,1
n03739693::B0091N6QF0,1
n04589434::B0006VPGZ2,1
n03116530::B0013Q13QA,1
n04249415::B004ZIP1R0,1
n03814906::B00IF1KTAW,1
n04326896::B0018194QG,1
n04216634::B003N3F7CM,1
n02715229::B00F9SXJPG,0.75
n04608567::B00HZQLMCM,1
n03033362::B00JCXWQUS,0.75
n03543254::B002BC3KQ6,0.75
n03683341::B00004SQKX,1
n03642806::B00OI5G6L0,1
n03508101::B002EVC1NW,1
n03482252::B000P9GZVO,1
n03742019::B003GWXS4O,1
n03495570::B003MUS35Y,1
n03584829::B00LJNPYRQ,1
n02887970::B005FCZDOQ,1
n03683606::B00749RTCC,1
n03251766::B000A3I2X4,1
n04434207::B002JR0P70,1
n03102654::B001RKH7FS,0.75
n03045698::B0028FY11E,0.666666666666667
n04488202::B00FPGP7W0,1
n04231272::B00MFBCNH0,1
n03978966::B00LO1SKAQ,1
n03894677::B000LDH3JC,1
n03490119::B0007CTMYQ,1
n03404360::B009VK6IRE,1
n02928049::B00HST8P3U,1
n04315948::B00I4I924U,0.75
n03742019::B009SGR988,1
n06273743::B001DPTX0O,1
n03474779::B00BRL59FW,1
n02881757::B00FYZ9XUY,1
n02901114::B00ACIGUBI,1
n04212282::B00LQ8I0HK,1
n03147509::B00115CEVQ,1
n04254777::B00JSTHWM8,1
n03793850::B00G5T8DJ0,1
n03732458::B00NWEKSMQ,1
n03558007::B0001V489W,1
n03963198::B003X8DV52,1
n04563560::B005FL9TOM,0.75
n02683323::B00B2NYAKU,0.75
n04004475::B00JAISKN2,0.666666666666667
n04426316::B00MHFDDX2,1
n03490119::B000KL1A8A,1
n03857828::B004KTFZAC,0.75
n03484931::B009XDJW5O,1
n02785648::B005AYQ28U,1
n04206225::B003EY2KUW,1
n03114041::B003CU4DM6,1
n02957755::B009PLM9NG,1
n02840134::B0001J3R3C,0.75
n02752615::B000LHA12E,1
n04231272::B00NWEKSI0,1
n03421117::B00KLUW6TW,1
n04569063::B008GWPC1Q,1
n04118538::B008D06XR8,1
n02752615::B000X26G3U,1
n03986355::B004R72Q7W,1
n04270891::B004TLCG5S,1
n02854739::B00740HPKC,1
n04438304::B0000BYCNZ,1
n04600486::B002XQEM94,1
n03623556::B007RH8HJU,1
n04009552::B00MHJDND8,1
n03490884::B00FZF2IRI,1
n03404251::B00LULRDOY,1
n03380301::B004IUAFDK,1
n03272940::B00005UP2P,0.75
n04331892::B000PSFC46,1
n03147509::B0019K2JO0,1
n03727946::B008I4XFWU,0.75
n02666624::B001FDOJCQ,1
n03380301::B00HVCPT4W,1
n03238879::B00CBETYNC,1
n04118021::B007SLWP0C,1
n03688066::B002YLYZMC,1
n04396902::B004X4LGIO,0.75
n04326896::B0019QITHK,1
n03800933::B00JVOSCUQ,0.75
n03227856::B00NCK3GII,1
n04403413::B00PF39PEY,1
n03062985::B001V9VDP0,1
n03277459::B00B301MPI,1
n04152387::B0002KNPFU,1
n04396902::B00LVZR06A,1
n04434207::B000IF4T5O,1
n03753077::B00004TBK4,1
n03017168::B00026W5UK,1
n04057981::B00M7TVSG2,1
n03239054::B00HYVD3FC,0.666666666666667
n02910353::B001OPK2DK,0.75
n03425595::B003JV66O6,1
n03733925::B00563TM6O,1
n04356595::B00LLLMQBS,1
n04534127::B00NJF1UWK,1
n03421117::B003TFDQMC,1
n04057981::B002SDNSF6,1
n04540053::B001F51TYK,1
n03751458::B001LF3IBG,1
n04396902::B000SSU8Z6,1
n03924069::B00990Z13S,1
n02820675::B004TERJ7A,1
n03227856::B0002IKUVO,1
n03788047::B007WVVK0O,1
n03207630::B008WV4QYU,1
n03610524::B001VJ09R8,0.75
n03238879::B00IDYA9PG,1
n03563200::B0089EWKNO,1
n04608329::B00024AMA2,1
n03207630::B008UFUXEU,1
n04399846::B00CRWFU1S,1
n03008976::B00P933OJC,0.75
n04254680::B00H7GTLGO,1
n02709367::B000YQCE18,0.666666666666667
n04002629::B00310UZBU,0.666666666666667
n04569063::B00NBL2KK8,1
n03793850::B00KD3NY2A,1
n04188179::B009HVZU0I,0.75
n04456115::B007R84M7A,1
n03258577::B0002CZTI4,0.75
n02963159::B00GY4V3EI,1
n02835915::B000AO7NRY,1
n02824448::B0006O8DMW,1
n03034663::B004YIALZI,1
n03114041::B001E510MM,1
n02769748::B007IW0HJC,1
n04020087::B000U5SYEE,1
n03513376::B00KAR14QW,0.75
n04356595::B0012MCOL8,1
n02977438::B00AJHDZQU,1
n03733925::B00D4AU10M,1
n03201208::B000GT6DN8,0.75
n03236735::B00KKUC936,0.666666666666667
n04143140::B001CQ8ER2,1
n03414676::B003BHKH0M,0.666666666666667
n02769748::B000E3D2VM,1
n04608435::B000IYJU3Q,1
n02883344::B00AN9HCQ8,1
n03270695::B000BQMKU6,1
n02730930::B000I12I56,1
n04269270::B002M2MMXM,1
n03667060::B001YT7DFQ,0.75
n03887697::B00HFQ2T06,0.75
n04164868::B001BJSXM6,1
n03891251::B00FJ4A1SS,1
n04027023::B0094GRZPE,1
n04009801::B00MTFWJVW,1
n02909870::B002C6M986,1
n03320421::B00MJVL8OA,1
n03057021::B00K3W806Q,1
n03654826::B00JU6DMMS,1
n03759954::B000XI6O2W,1
n02814116::B004V95EE8,0.75
n03732458::B00NWEWQFS,1
n03656957::B00CX3V8ZI,0.75
n03447075::B00G9R23DA,1
n02768655::B00267SFK2,1
n03337383::B004Q9VJ3I,1
n04608435::B003AV2B2Q,1
n03421117::B00BPFKXYW,1
n03682877::B0088BDO2Y,0.75
n04503413::B006MIPW70,1
n03918737::B000WCNP08,1
n02692513::B001ZFIA6U,1
n04480853::B0002E3614,1
n03402511::B00N1VDYFS,1
n03148324::B00K7ZX6D6,1
n04333129::B004PL4H0O,1
n03966976::B000NNFSKG,1
n04114301::B000NPT78S,1
n03996145::B001CL4ZHK,1
n03558404::B0043FFBG6,1
n03337140::B0006HVPJ2,1
n03861048::B00K856U5G,0.75
n04381073::B007PAE0FE,1
n03584829::B0053XMU3E,1
n02730930::B00C28P396,1
n06278338::B00KO867WS,0.75
n03788047::B005PBYGGS,1
n03991646::B00AH8DN4A,0.666666666666667
n03614007::B00EQ32YPG,0.75
n03963294::B00GOILYB6,1
n03031012::B00AARSBUE,1
n04164868::B0085YH9FW,0.75
n04350581::B0015S9R4Q,1
n02692513::B000HBMFU0,0.75
n04370048::B00IZGXQSO,0.75
n04142999::B00E1O74SW,1
n03116530::B003FI011C,0.75
n02860415::B007P56B6K,0.666666666666667
n04480853::B0012HQEKK,1
n03490884::B005GWKGWO,1
n04560292::B00L3EU87C,1
n03667060::B00FWZ3OPG,0.75
n03772584::B00HJAV5XA,1
n03584829::B004ILTH1K,1
n04522168::B00EYDSC4K,0.666666666666667
n02933462::B001LNJK5Q,0.75
n04116512::B0028D8FGI,0.666666666666667
n02769748::B000F3HQZO,1
n04204238::B000VO3GPG,0.75
n02871439::B0058O8GZY,1
n02757462::B0077V88V8,1
n02884450::B00114LPC6,1
n03862676::B000M5XMA8,1
n02773838::B00K18EZVQ,1
n04204238::B005W5MDMQ,1
n02738859::B000LC6AVK,0.75
n03682487::B0088BDO2Y,1
n02814116::B00E8F72JA,1
n04127633::B008835PK6,1
n03688405::B00KBZSQ64,1
n04438897::B006ZSBEXS,0.666666666666667
n03505667::B005EQE0YM,1
n04060647::B0077V88V8,1
n02828115::B00006IV1L,1
n03347037::B000GDMG5S,1
n03168217::B00KN1G7V2,0.75
n03918737::B000FY275W,1
n04593866::B005JU5TUM,1
n03862676::B003JOUJIC,1
n03233905::B00E6X4OWW,1
n03662887::B006J15K9U,0.75
n03343737::B0080I9TJ2,1
n03018349::B002G4DORE,1
n03467796::B0002D0CGW,0.75
n04245218::B000AAMY86,1
n03788047::B00K16MUBU,1
n04102618::B0042RU0B6,1
n02683323::B00H8CQ13I,1
n03665366::B00M9ZOHKS,1
n04593866::B0039234WM,1
n04116098::B000093L25,1
n04079933::B00BVCCBSK,1
n03062985::B0001VOIVA,1
n03667060::B00BCOMM1I,1
n02863340::B00MFLNZ2W,1
n06273743::B00LI8ZD1Y,0.75
n02683323::B003UCBHES,1
n02949202::B000CSSE0I,1
n03610524::B0076DLUHQ,0.666666666666667
n02694662::B000ARW4NY,1
n03114504::B0075D2J2C,1
n02949202::B001DMX4KC,1
n02799323::B002GWWHVK,1
n04332987::B001G6I72A,1
n03533392::B003FOHDNU,1
n02830157::B001XT4TBI,1
n03918737::B000BI2180,1
n04197391::B00A6JFE2Y,1
n04275904::B009M12D44,1
n04231272::B00PXS9VS6,1
n04503413::B003PWS9AI,1
n04480853::B0012HMBXE,1
n03662887::B00BP5ORHG,1
n03238879::B00KOL3ZF2,1
n04556408::B006WEP8K0,1
n02772101::B0019804U8,0.666666666666667
n04230808::B004PEI4MS,1
n02976249::B001EU61WQ,1
n03649674::B005MAGUPM,1
n03347037::B00GM73750,1
n03066232::B00LNMAUDG,1
n03918737::B00005U243,1
n03279153::B000XQAZJC,1
n04451818::B007PF3UR8,1
n03642806::B00KMRGF28,1
n04589190::B00JOQ0J2A,1
n03063199::B003AXVADA,1
n03871724::B002F8FLG8,1
n04543509::B005CMHNUQ,1
n04028074::B00EOFWDQG,1
n04579432::B0000BYRNH,1
n03492922::B000816J7O,1
n03666362::B00N4UU1Q6,1
n03855604::B0002KWBIW,1
n04370048::B008YU8VMW,1
n04557648::B00A74ZU18,0.75
n04451818::B00MGRDM64,1
n03233905::B002V9JIWY,1
n03662887::B0001YW09E,1
n04350581::B00I9UPV5M,1
n02767147::B00GML9F6Q,1
n03148518::B00NDNBLYU,1
n02854739::B00JIBKWSC,1
n04370456::B00BFS9QK6,0.666666666666667
n02679257::B000WR78NS,1
n02678897::B007P5P8NM,1
n03181293::B0002J1LNO,1
n02870526::B00K28E8GW,1
n02978881::B00O12PR4M,0.666666666666667
n02882647::B0075JYKFA,0.666666666666667
n03180969::B0044R87BE,1
n03075097::B004JK1NIA,1
n03238879::B00KWF71ZU,1
n04380346::B00DLBYGXC,1
n03271574::B000HHJ2I2,1
n03309356::B00BCNKU2C,1
n02933462::B001501D0U,0.75
n03543254::B00GMCAM2G,1
n02954163::B00262JH2C,1
n04331892::B000AM7YJI,1
n02769748::B00K5VAK90,1
n03759954::B000ULQTE0,1
n03537241::B0083CMKK0,1
n03219483::B0042F99PG,1
n03063968::B000NPQJAW,1
n03871724::B00I0TJHDO,1
n03775199::B000AQK0HM,1
n04176190::B007ATZOB4,1
n03792972::B00A8E3Q6S,1
n04009801::B00MK39P92,1
n03138669::B008COISGO,1
n06592421::B000002MNC,0.75
n04125021::B005P12F2K,1
n03402511::B00MFI9132,1
n04239074::B004B1N6ZU,0.666666666666667
n04230808::B00MHYIUM2,1
n03181293::B0089MYKWU,1
n03862676::B0067WNSEK,1
n04230808::B00Q5X4L7E,1
n03657121::B002KETE24,1
n03447075::B003O4HGB0,1
n04188179::B00I3YM8ZA,0.75
n02963159::B00B3T7P50,1
n04315948::B007FQNK8G,1
n04254777::B0075XE9C0,1
n03402511::B00GKQVR32,1
n02683323::B00937R0XG,1
n03162818::B005FUKVO0,1
n04554871::B004XMZGAK,1
n03304323::B009KSPHVA,0.75
n02890940::B000C910P8,1
n04176190::B005G0MKBQ,0.666666666666667
n02678897::B006GWO5WK,1
n04456115::B00JU5NNW8,1
n04018155::B003CSSOPU,1
n03931765::B00FDQCVXA,1
n03891251::B00KJ1MN82,1
n04269270::B000UK1WYS,1
n03643253::B000G8BFC8,1
n04462011::B00G5JGU72,1
n03442756::B00004T11T,1
n04507155::B00LBWUX4E,1
n04067472::B005MEXZ3S,0.75
n03589672::B00026Z3E0,0.75
n04116512::B0042SYXXQ,1
n03993180::B00GIORZFU,0.75
n03231368::B00A23RLBQ,1
n03008976::B00AANMVNQ,1
n03667060::B003VTY2Q0,1
n02887209::B005BIRDB0,0.75
n03495570::B00IHZYWE0,1
n04605446::B007G5V8KS,0.75
n03039947::B002768DR2,0.666666666666667
n03642806::B00MNOPS1W,1
n03563200::B00EUMORCQ,1
n03604763::B00LA0R7N2,0.75
n03222516::B00L35CYXW,1
n04190052::B009KB7Z5I,1
n04192858::B00B2HH5TY,1
n04426316::B0042CJJ22,1
n04116512::B0013CHL0Q,1
n03683341::B0082KC3W8,0.666666666666667
n03706415::B00HT90VWW,1
n03490006::B00BD97PWI,1
n03855604::B00GWYMNMG,1
n03196217::B007T0X5UQ,1
n02709367::B00B83MY7A,0.666666666666667
n04438304::B001BPOBTY,1
n04356056::B0002IC652,1
n03918737::B0007VMROE,1
n03404360::B005HGFTZI,1
n03918737::B000AR7RH2,1
n03114504::B00CLA0RVE,1
n04331892::B000GBRP24,1
n03557840::B003FO2B5U,1
n03116530::B005DD6ZIU,1
n03075097::B000172R6C,1
n03963198::B00AMR3EP4,1
n04206225::B001CFN8RE,1
n02970408::B00B8QT2S6,0.75
n02942349::B00L10OM34,1
n02689274::B00009B1SF,1
n02709367::B00I0R2P4O,0.75
n03682877::B000AYH8KG,0.666666666666667
n03474779::B00009OYGD,1
n04270891::B004YWJWXQ,1
n04356056::B006VRPLD2,1
n03261776::B00C30FCUI,1
n03418242::B000FTGIAM,0.75
n04380533::B004T39IXO,1
n04254777::B0002TORBM,1
n03034663::B00J6N48KK,1
n03085013::B00LSGKEC4,1
n04574999::B004YJ2NNU,1
n03619396::B005FPNGWO,1
n04438304::B0007NIIOU,1
n04399046::B002BH3OHQ,0.666666666666667
n04589434::B0019X20R8,0.666666666666667
n04390577::B00075ZXLO,1
n02800213::B003K2ZKNW,1
n03404251::B00G4RMWLS,0.666666666666667
n03333252::B00CXT7LWG,1
n03258456::B00DTGG0NI,0.666666666666667
n04380346::B001480O26,1
n03399761::B00NPOGKTI,1
n03739693::B00ELV0UWC,1
n03590306::B00K69SIYA,0.75
n03114041::B00M2J0H3M,1
n03505667::B00M3T4KMA,1
n04412097::B0027PXSWS,1
n02730930::B004L2LAW0,1
n03789171::B00PYHOJL0,0.666666666666667
n03314227::B0027E5SYA,1
n03543112::B00ED48X3K,0.666666666666667
n04503413::B00H8I4C0Q,1
n03886762::B0039YCSI6,1
n02809605::B0052TPSKG,0.75
n04370456::B00K5T5X08,1
n03688605::B00KGE596A,1
n04027023::B007Q84QO0,1
n03543254::B000B2WOWE,1
n03291741::B00FEMQAJY,1
n03156279::B0018QCFLM,0.666666666666667
n02810471::B00H9BEC8E,0.75
n04493381::B003AO6ZQ6,1
n04192698::B007A3P0IC,0.75
n04556408::B000KC2O34,1
n04608567::B00GNCPRAM,1
n03885028::B006UJE3PS,0.666666666666667
n03446268::B004XX022G,1
n03993180::B007OZHIZO,0.75
n04519153::B00827FP26,1
n02871147::B00LBF7QB4,1
n04451818::B004TRKBOK,1
n02949084::B000VR1RHC,1
n02840134::B00HLRJSSK,1
n04064747::B003NGEGVM,0.75
n04603399::B00H3MGJMG,1
n04346511::B00D5GAX5I,1
n03822171::B00242VOXO,0.75
n03302790::B00OZ73CV8,1
n04072193::B000UC7966,1
n04127249::B004BFY2SG,1
n03049924::B009JWTMBI,1
n03271574::B00FXOFM6U,1
n03497657::B00LNG91UU,0.75
n02683323::B004352Q14,0.75
n04555897::B003EKIU3W,1
n02822220::B003RWTN8S,1
n03761084::B00EB8KMP0,1
n03075097::B007OT1YOQ,1
n03715669::B000CER0PC,0.75
n02814116::B0018LGT5K,1
n02887970::B00E8AHBK0,1
n03020416::B0028K2YAO,0.75
n03567912::B007A8IP16,1
n03465818::B00IKVYYA8,1
n03367059::B000L8EF16,1
n03196324::B00LU0XO3O,1
n04020087::B0080F8FTU,1
n03271260::B00ATW2V4C,1
n03063199::B0014CVEH6,0.666666666666667
n04125116::B002KEIU4W,1
n03026506::B00QB3VOPU,1
n03770439::B00M8Z7QJI,1
n03715669::B003MRPGDE,1
n03727946::B00E70BBEI,1
n04390577::B005POLLRW,1
n04331892::B003BRZ6SK,1
n03939062::B004CEN8WM,1
n03222516::B000NB2K5E,1
n02955065::B00IG8BNH2,0.75
n04261506::B00NPWCZWG,1
n02692513::B00099YJRC,1
n04292414::B00D6SRPHO,1
n03402511::B00IFXPW0C,1
n04116512::B00006IFAN,1
n04041544::B00KSFDE6Y,1
n03604536::B00L4FX1VA,1
n04263257::B00HWOLXGC,1
n03906997::B00D1RBC92,1
n02817031::B000FDRQ1S,1
n03472535::B00HZI8SVS,1
n03404251::B00LFJ7FV2,1
n02835915::B000DZD3DI,1
n03683341::B000BDB686,0.666666666666667
n03249569::B001EYS0JO,1
n04118538::B008MX8HHU,1
n03492922::B003M0CLV6,1
n02976939::B00006ICA8,1
n02747177::B005QSBSWK,1
n03995265::B0027JRMD0,1
n03180011::B00J0ER9K6,1
n04118776::B001OBX14Q,0.75
n03662887::B0032ALK36,1
n02933112::B002ZGIWO8,1
n03474779::B0037NBSEY,1
n03966976::B000NIGN6Y,0.75
n03384167::B00A7672DA,0.666666666666667
n04370048::B00DVZE1SS,0.75
n03733925::B00G286K12,1
n02752615::B003E3ZU5U,1
n03219483::B008GPMF9A,1
n03701191::B004XMYDE0,1
n02773037::B0077CLCWO,1
n02839910::B004LLHEDA,1
n03400972::B004JBYW7S,0.666666666666667
n03270695::B0089A9VY4,1
